CatalogNumber,date,svl,tail,notes,ZSWAB,logZE,BdStatus,InstitutionCode,YearCollected,decade,MonthCollected,DayCollected,County,Locality,Latitude,Longitude
186859,5/28/15,6.42,6.03,,4.08,0.71,1,CAS,1971,1970,8,29,Mendocino Co.,"NW of Philo, Hendy Woods State Park",39.07111111,-123.4652778
186858,5/28/15,6.52,5.57,,0,0,0,CAS,1971,1970,8,29,Mendocino Co.,"NW of Philo, Hendy Woods State Park",39.07111111,-123.4652778
99095,3/31/15,5.46,5.19,MC,0,0,0,MVZ,1971,1970,9,29,Contra Costa County,Moraga Canyon Rd.,37.822097,-122.1336658
261145,3/31/15,5.88,5.1,"MC, subs for 226067",0,0,0,,1971,1970,11,11,Contra Costa Co.,,37.872193,-122.210986
124777,2/11/15,2.15,1.39,KC,0,0,0,MVZ,1971,1970,11,20,Mendocino County,Hwy. 128 between 0.5 and 1.5 mi W Navarro,39.1533678,-123.5609393
124757,2/11/15,7.31,7.01,ZS,0,0,0,MVZ,1971,1970,11,20,Mendocino County,Hwy. 128 between 0.5 and 1.5 mi W Navarro,39.1533678,-123.5609393
258486,3/18/15,2.27,1.66,MC,0,0,0,MVZ,1971,1970,12,19,Alameda County,"2326 McGee Ave., Berkeley",37.865398,-122.277257
258500,3/18/15,6.94,5.97,MC,0,0,0,MVZ,1971,1970,12,19,Alameda County,"2326 McGee Ave., Berkeley",37.865398,-122.277257
117630,3/18/15,6.21,5.8,MC,0,0,0,MVZ,1971,1970,12,22,Calaveras County,"Stanislaus River at Stanislaus Power Station, 9 mi [by road] NE of Vallecito",38.139825,-120.3694054
117629,3/18/15,7.7,6.54,MC,0,0,0,MVZ,1971,1970,12,22,Calaveras County,"Stanislaus River at Stanislaus Power Station, 9 mi [by road] NE of Vallecito",38.139825,-120.3694054
117618,3/18/15,4.07,3.81,MC,0,0,0,MVZ,1971,1970,12,31,Calaveras County,1-3 mi SW of Murphys on road to San Andreas [Utica Ditch road],38.1259002,-120.4906432
100117,3/6/15,2.36,1.53,KC skin sloughing off,0,0,0,MVZ,1972,1970,1,22,San Luis Obispo County,2.6 mi E Hwy. 1 on San Simeon Creek Rd.,35.60918,-121.08926
100110,3/6/15,5.99,3.62,KC,0,0,0,MVZ,1972,1970,1,22,San Luis Obispo County,"below Circle 3 Ranch, 7.5 mi NE Hwy. 1 on San Simeon Creek Rd.",35.64716,-121.04149
100111,3/6/15,6.11,4.51,KC,0,0,0,MVZ,1972,1970,1,22,San Luis Obispo County,"below Circle 3 Ranch, 7.5 mi NE Hwy. 1 on San Simeon Creek Rd.",35.64716,-121.04149
110600,3/6/15,6.97,5.76,KC lesions on tail,0,0,0,MVZ,1972,1970,1,22,San Luis Obispo County,"San Simeon Creek Rd., 2 mi E Hwy. 1",35.609182,-121.08926
100087,3/6/15,2.71,1.85,KC,0,0,0,MVZ,1972,1970,1,23,San Luis Obispo County,"near Rocky Butte, 14.7 km NE Hwy. 1 on San Simeon Creek Rd., ca. 900 m elevation",35.66128,-121.04885
100091,3/6/15,5.05,3.46,KC,0,0,0,MVZ,1972,1970,1,23,San Luis Obispo County,"York Mt. Winery, on Old Hwy. 46 Loop",35.544215,-120.84246
100095,3/6/15,5.26,3.83,KC,0,0,0,MVZ,1972,1970,1,23,San Luis Obispo County,"York Mt. Winery, on Old Hwy. 46 Loop",35.544215,-120.84246
100096,3/6/15,5.61,4.19,KC,0,0,0,MVZ,1972,1970,1,23,San Luis Obispo County,"York Mt. Winery, on Old Hwy. 46 Loop",35.544215,-120.84246
100092,3/6/15,5.67,4.3,KC,0,0,0,MVZ,1972,1970,1,23,San Luis Obispo County,"York Mt. Winery, on Old Hwy. 46 Loop",35.544215,-120.84246
107191,3/6/15,6.15,4.85,KC,0,0,0,MVZ,1972,1970,1,23,San Luis Obispo County,"York Mt. Winery, on Old Hwy. 46 Loop, 1500 ft NE of summit",35.544215,-120.842456
100089,3/6/15,6.37,4.94,KC,0,0,0,MVZ,1972,1970,1,23,San Luis Obispo County,"York Mt. Winery, on Old Hwy. 46 Loop",35.544215,-120.84246
107190,3/6/15,6.38,4.96,KC,0,0,0,MVZ,1972,1970,1,23,San Luis Obispo County,"York Mt. Winery, on Old Hwy. 46 Loop, 1500 ft NE of summit",35.544215,-120.842456
100088,3/6/15,6.43,4.99,KC,0,0,0,MVZ,1972,1970,1,23,San Luis Obispo County,"York Mt. Winery, on Old Hwy. 46 Loop",35.544215,-120.84246
100090,3/6/15,6.82,4.95,KC,0,0,0,MVZ,1972,1970,1,23,San Luis Obispo County,"York Mt. Winery, on Old Hwy. 46 Loop",35.544215,-120.84246
107189,3/6/15,6.97,5.38,KC,0,0,0,MVZ,1972,1970,1,23,San Luis Obispo County,"York Mt. Winery, on Old Hwy. 46 Loop, 1500 ft NE of summit",35.544215,-120.842456
100093,3/6/15,7.09,5.23,KC,0,0,0,MVZ,1972,1970,1,23,San Luis Obispo County,"York Mt. Winery, on Old Hwy. 46 Loop",35.544215,-120.84246
100094,3/6/15,7.16,6.24,KC,0,0,0,MVZ,1972,1970,1,23,San Luis Obispo County,"York Mt. Winery, on Old Hwy. 46 Loop",35.544215,-120.84246
110601,3/6/15,7.53,5.42,KC,0,0,0,MVZ,1972,1970,1,23,San Luis Obispo County,"York Mt. Winery, on Old Hwy. 46 Loop, 1500 ft NE of summit",35.544215,-120.842456
262958,3/31/15,2.17,1.87,MC,0,0,0,MVZ,1972,1970,2,1,Contra Costa County,Red Rock Is. 1 Feb 1972 Aneides,,
262970,3/31/15,3.08,2.16,MC,0,0,0,MVZ,1972,1970,2,1,Contra Costa County,Red Rock Is. 1 Feb 1972 Aneides,,
262971,3/31/15,3.34,2.77,MC,0,0,0,MVZ,1972,1970,2,1,Contra Costa County,Red Rock Is. 1 Feb 1972 Aneides,,
262975,3/31/15,3.35,2.86,MC,0,0,0,MVZ,1972,1970,2,1,Contra Costa County,Red Rock Is. 1 Feb 1972 Aneides,,
262977,3/31/15,4.92,4.2,MC,0,0,0,MVZ,1972,1970,2,1,Contra Costa County,Red Rock Is. 1 Feb 1972 Aneides,,
262992,3/31/15,5.9,5.38,MC,0,0,0,MVZ,1972,1970,2,1,Contra Costa County,Red Rock Is. 1 Feb 1972 Aneides,,
262984,3/31/15,6.52,5.34,MC,0,0,0,MVZ,1972,1970,2,1,Contra Costa County,Red Rock Is. 1 Feb 1972 Aneides,,
100131,3/4/15,2.93,2.22,MC,0,0,0,MVZ,1972,1970,2,19,Tuolumne County,"S side Stanislaus River, 2 mi upstream from junction S Fork Stanislaus River",38.096604,-120.408673
100130,?,3.6,2.83,MC,0,0,0,MVZ,1972,1970,2,19,Tuolumne County,"S side Stanislaus River, 2 mi upstream from junction S Fork Stanislaus River",38.096604,-120.408673
100132,?,3.66,1.7,MC,0,0,0,MVZ,1972,1970,2,19,Tuolumne County,"S side Stanislaus River, 2 mi upstream from junction S Fork Stanislaus River",38.096604,-120.408673
100125,3/4/15,7,6.69,MC,0,0,0,MVZ,1972,1970,2,19,Tuolumne County,"S side Stanislaus River, 2 mi upstream from junction S Fork Stanislaus River",38.096604,-120.408673
100126,?,7.22,5.68,MC,0,0,0,MVZ,1972,1970,2,19,Tuolumne County,"S side Stanislaus River, 2 mi upstream from junction S Fork Stanislaus River",38.096604,-120.408673
100129,3/4/15,2.23,1.96,MC,0,0,0,MVZ,1972,1970,2,19,Tuolumne County,"S side Stanislaus River, 2 mi upstream from junction S Fork Stanislaus River",38.096604,-120.408673
100133,3/4/15,2.47,1.88,MC,0,0,0,MVZ,1972,1970,2,19,Tuolumne County,"S side Stanislaus River, 2 mi upstream from junction S Fork Stanislaus River",38.096604,-120.408673
100128,3/4/15,2.73,1.55,MC,0.01656,0.01,1,MVZ,1972,1970,2,19,Tuolumne County,"S side Stanislaus River, 2 mi upstream from junction S Fork Stanislaus River",38.096604,-120.408673
100127,3/4/15,4.34,3.66,MC,0,0,0,MVZ,1972,1970,2,19,Tuolumne County,"S side Stanislaus River, 2 mi upstream from junction S Fork Stanislaus River",38.096604,-120.408673
107188,2/9/15,5.85,5.11,SL,0,0,0,MVZ,1972,1970,3,11,Monterey County,"Don Dahvee Park, Monterey",36.5902778,-121.8925
145734,2/18/15,4.71,4.6,MC,0,0,0,MVZ,1972,1970,3,23,Mendocino County,"1 mi E Yorkville, near Navarro River",39.1761646,-123.689543
145723,2/13/15,6.68,5.15,KC,0,0,0,MVZ,1972,1970,3,23,Mendocino County,"2 mi E Yorkville, near Navarro River",39.1761646,-123.689543
145729,2/18/15,7.53,6.15,KC,0,0,0,MVZ,1972,1970,3,23,Mendocino County,"1 mi E Yorkville, near Navarro River",39.1761646,-123.689543
105846,7/7/15,5.98,6.09,MC,0,0,0,MVZ,1972,1970,10,14,Colusa County,"Hwy. 16, 3.8 mi SE junction Hwy. 20",38.96586,-122.34074
105994,1/23/15,2.18,1.68,MC,0,0,0,MVZ,1972,1970,10,23,Monterey County,"Coast Rd., ca. 1 mi S Little Sur River",36.31971,-121.891394
107249,7/7/15,6.42,5.82,MC,0,0,0,MVZ,1972,1970,12,23,Los Angeles County,"2.9 mi NW Angeles Crest Hwy. on Angeles Forest Hwy., Marker 21.99",34.28,-118.17
157993,3/9/15,4.41,4.19,JE,0,0,0,MVZ,1973,1970,1,20,San Benito County,San Juan Creek Rd. at San Juan Creek Cement Plant,36.7654,-121.48139
157992,3/9/15,6.56,5.71,JE,0,0,0,MVZ,1973,1970,1,20,San Benito County,San Juan Creek Rd. at San Juan Creek Cement Plant,36.7654,-121.48139
107340,3/11/15,4.83,4.42,ZS,0,0,0,MVZ,1973,1970,1,21,San Benito County,"Hwy. J-1 along Tres Pinos Creek, 3.7 mi W Panoche Pass",36.5779768,-120.77971
107339,3/11/15,5.43,4.06,ZS,0,0,0,MVZ,1973,1970,1,21,San Benito County,"Hwy. J-1 along Tres Pinos Creek, 3.7 mi W Panoche Pass",36.5779768,-120.77971
107338,3/11/15,7.08,6.24,ZS,0,0,0,MVZ,1973,1970,1,21,San Benito County,"Hwy. J-1 along Tres Pinos Creek, 3.7 mi W Panoche Pass",36.5779768,-120.77971
107336,3/11/15,7.6,6.44,"ZS, speckles on feet",0,0,0,MVZ,1973,1970,1,21,San Benito County,"Hwy. J-1 along Tres Pinos Creek, 3.7 mi W Panoche Pass",36.5779768,-120.77971
258685,3/11/15,6.25,5.12,"ZS, leg broken off",0,0,0,MVZ,1973,1970,1,25,Alameda County,"2326 McGee Ave., Berkeley",37.865398,-122.277257
262874,3/4/15,3.08,2.56,MC skin sloughing ,0,0,0,MVZ,1973,1970,2,4,San Mateo County,"Sharp Park, San Mateo Co, Sam's Stad) 4 Feb 1973 pres. 16 march.",37.62444,-122.47583
107276,3/2/15,3.87,3.23,SL,0,0,0,MVZ,1973,1970,2,10,Mariposa County,Briceburg,37.604935,-119.964898
107277,2/27/15,8.34,6.61,KC skinny,0,0,0,MVZ,1973,1970,2,10,Mariposa County,Briceburg,37.604935,-119.964898
262228,3/31/15,5.4,4.77,MC,0,0,0,MVZ,1973,1970,10,23,Contra Costa County,S.V. 23 October 1973 Area A,37.872193,-122.210986
258779,3/11/15,2.04,1.57,ZS,0,0,0,MVZ,1973,1970,11,6,Alameda County,Berkeley 6 Nov 1973 Aneides front,37.865398,-122.277257
258778,3/11/15,5.8,5.17,ZS,0,0,0,MVZ,1973,1970,11,6,Alameda County,Berkeley 6 Nov 1973 Aneides front,37.865398,-122.277257
157994,3/6/15,2.47,1.5,KC,0,0,0,MVZ,1974,1970,3,4,San Luis Obispo County,Morro Rock,35.3691,-120.86661
116516,3/11/15,3.02,2.03,ZS,0,0,0,MVZ,1974,1970,3,23,Alameda County,3 mi W San Joaquin County line on Corral Hollow Rd.,37.6488422,-121.6000498
140886,4/1/15,6.37,6.02,ZS,0,0,0,MVZ,1974,1970,7,22,Humboldt County,5 mi NNW Weott,40.32194,-123.92111
157991,3/9/15,2.35,1.19,JE,0,0,0,MVZ,1975,1970,2,15,San Benito County,"along Cienega Rd., 4.1 mi NW junction Old Airport Rd. just S junction Limekiln Rd.",36.6913343,-121.302692
128370,3/11/15,2.83,2.2,ZS,0,0,0,MVZ,1975,1970,2,15,San Benito County,Panoche Rd. 1.8 mi SE Paicines,36.7153126,-121.2518703
128369,3/9/15,4.33,2.4,SL,0,0,0,MVZ,1975,1970,2,15,San Benito County,Panoche Rd. 1.8 mi SE Paicines,36.7153126,-121.2518703
128368,3/9/15,7.61,6.52,SL Skin is peeling,0,0,0,MVZ,1975,1970,2,15,San Benito County,Panoche Rd. 1.8 mi SE Paicines,36.7153126,-121.2518703
128372,11/21/14,5.93,2.82,DA,0,0,0,MVZ,1975,1970,2,16,Monterey County,"Mustang Ridge, Hwy. 198, 4 mi NW Fresno County line",36.199372,-120.722163
157606,11/21/14,4.19,3.62,DA,0,0,0,MVZ,1975,1970,2,17,Monterey County,14.2 mi SE Jolon on G-14,35.810013,-121.000636
128373,3/9/15,8.11,7.33,SL,0,0,0,MVZ,1975,1970,2,17,San Benito County,"Old Hernandez Rd., San Lorenzo River 2.1 mi NE junction Coalinga Rd.",36.4294396,-120.9704558
128342,3/18/15,2.41,1.61,KC,0,0,0,MVZ,1975,1970,3,5,San Diego County,"San Clemente Canyon, 1 mi E Hwy. 52 and Regents Rd.",32.84,-117.2
128344,3/18/15,3.91,3.39,MC,0,0,0,MVZ,1975,1970,3,5,San Diego County,"San Clemente Canyon, 1 mi E Hwy. 52 and Regents Rd.",32.84,-117.2
128341,3/18/15,3.97,2.54,KC,0,0,0,MVZ,1975,1970,3,5,San Diego County,"San Clemente Canyon, 1 mi E Hwy. 52 and Regents Rd.",32.84,-117.2
128340,3/18/15,7.24,6.63,ZS,0,0,0,MVZ,1975,1970,3,5,San Diego County,"San Clemente Canyon, 1 mi E Hwy. 52 and Regents Rd.",32.84,-117.2
128547,3/11/15,2.09,2.38,ZS,0,0,0,MVZ,1975,1970,3,11,San Benito County,"along Clear Creek Rd., 5.4 mi ENE junction Coalinga Rd.",36.3793994,-120.7057333
128546,3/11/15,6.5,6.15,ZS,0,0,0,MVZ,1975,1970,3,11,San Benito County,"along Willow Creek Rd., 2.9 mi NW San Benito Post Office",36.5391278,-121.1024828
157995,3/6/15,2.56,1.69,KC,0,0,0,MVZ,1975,1970,3,13,San Luis Obispo County,"San Simeon Cr. Rd., 1.4 mi N [by road] of Gate at Circle 3 Ranch",35.601163,-121.102336
128548,3/6/15,7.54,6.2,KC,0,0,0,MVZ,1975,1970,3,13,San Luis Obispo County,"San Simeon Creek Rd., 0.6 mi N gate at Circle 3 Ranch",35.601163,-121.10234
147665,2/18/15,4.4,2.05,KC,0,0,0,MVZ,1976,1970,3,14,Mendocino County,"Hwy. 20, 6.8 mi W Willits",39.392065,-123.4457362
147666,2/13/15,5.1,3.98,KC,0,0,0,MVZ,1976,1970,3,14,Mendocino County,"Hwy. 20, 6.8 mi W Willits",39.392065,-123.4457362
186887,5/27/15,7.04,5.73,,0,0,0,CAS,1976,1970,3,18,Santa Clara Co.,"Saratoga, Saratoga Creek",37.25597778,-122.0374
137802,3/2/15,7.11,7.29,JE Skin decomposing,10,1.04,1,MVZ,1976,1970,4,17,Mariposa County,"10 mi NW Oakhurst on Hwy. 49, Chowchilla River Brach",37.426322,-119.723941
148001,2/9/15,1.94,1.61,SL,0,0,0,MVZ,1976,1970,11,27,Monterey County,Hastings Natural History Reservation,36.37851365,-121.5568207
148003,2/9/15,2.17,1.47,SL,0,0,0,MVZ,1976,1970,11,27,Monterey County,Hastings Natural History Reservation,36.37851365,-121.5568207
148002,11/21/14,2.24,1.71,ZS,0,0,0,MVZ,1976,1970,11,27,Monterey County,Hastings Natural History Reservation,36.37851365,-121.5568207
186883,5/28/15,7.33,6.55,,0,0,0,CAS,1976,1970,,,Santa Clara Co.,Stevens Creek Park,37.27805556,-122.0711111
163599,2/18/15,2.48,2.12,MC,0,0,0,MVZ,1977,1970,1,7,Mendocino County,"crest of Orrs Springs Rd., 11.9 mi NW, Hwy. 101 at Ukiah",39.2155364,-123.32221
163600,2/13/15,2.59,1.82,KC Skin sloughing off,0,0,0,MVZ,1977,1970,1,7,Mendocino County,"crest of Orrs Springs Rd., 11.9 mi NW, Hwy. 101 at Ukiah",39.2155364,-123.32221
178477,5/29/15,5.35,5.02,,0,0,0,CAS,1977,1970,,,Santa Cruz Co.,Aptos,36.97722222,-121.8983333
157979,2/27/15,8.61,6.41,KC second foot with 4 digits growing on top of left foot,0,0,0,MVZ,1978,1970,1,7,Mariposa County,"1.6 mi S Jerseydale Ranger Station, Jerseydale Road",37.581254,-119.851216
157978,4/1/15,7.32,6.9,ZS has eggs,0,0,0,MVZ,1978,1970,3,12,Humboldt County,0.5 mi S Alderpoint,40.1694154,-123.608862
157969,3/4/15,3.2,2.63,MC,0,0,0,MVZ,1978,1970,4,22,Calaveras County,"Avery Hotel, 1.1 mi NE at junction of Moran Rd. and Love Creek Rd. along Moran Creek",38.2177786,-120.3573842
157971,3/18/15,6.41,5.77,MC,0,0,0,MVZ,1978,1970,4,22,Calaveras County,"Avery Hotel, 1.1 mi NE at junction of Moran Rd. and Love Creek Rd. along Moran Creek",38.2177786,-120.3573842
157970,3/18/15,6.66,4.76,"MC, tail growing",0,0,0,MVZ,1978,1970,4,22,Calaveras County,"Avery Hotel, 1.1 mi NE at junction of Moran Rd. and Love Creek Rd. along Moran Creek",38.2177786,-120.3573842
157973,3/18/15,7.24,6.79,MC,0,0,0,MVZ,1978,1970,4,23,Calaveras County,"Avery, 1.9 mi WNW Hwy. 4 along Avery-Sheep Ranch Road",38.2008372,-120.3929797
157972,3/18/15,7.3,7.04,"MC, has eggs",0,0,0,MVZ,1978,1970,4,23,Calaveras County,"Avery, 1.9 mi WNW Hwy. 4 along Avery-Sheep Ranch Road",38.2008372,-120.3929797
157975,3/18/15,7.33,6.56,MC,0,0,0,MVZ,1978,1970,4,23,Calaveras County,"Avery, 1.9 mi WNW Hwy. 4 along Avery-Sheep Ranch Road",38.2008372,-120.3929797
157977,3/18/15,7.5,5.7,MC,0,0,0,MVZ,1978,1970,4,23,Calaveras County,"Avery, 1.9 mi WNW Hwy. 4 along Avery-Sheep Ranch Rd.",38.2300585,-120.368557
157974,3/18/15,7.81,7.2,MC,0,0,0,MVZ,1978,1970,4,23,Calaveras County,"Avery, 1.9 mi WNW Hwy. 4 along Avery-Sheep Ranch Road",38.2008372,-120.3929797
193009,3/18/15,7.47,6.64,ZS,0,0,0,MVZ,1979,1970,1,9,Alameda County,North Berkeley,37.88075,-122.2774
167495,3/9/15,2.26,1.45,JE,0,0,0,MVZ,1979,1970,1,28,San Benito County,"5.4 mi SE junction with Hwy. 156 at San Juan Bautista, San Juan Rd.",36.7963884,-121.4701542
168837,3/4/15,8.37,7.11,MC,0,0,0,MVZ,1979,1970,3,27,San Mateo County,A??o Nuevo Island,37.108287,-122.335952
193541,3/18/15,5.98,5.03,"MC, head crushed ",0,0,0,MVZ,1979,1970,11,3,Calaveras County,2.4 mi S (by road) Murphys,38.1137547,-120.4539795
158401,3/18/15,4.62,3.78,MC,0,0,0,MVZ,1979,1970,11,4,Calaveras County,"Hwy. 4, 0.8 mi N Avery",38.216704,-120.3698208
158412,11/21/14,7.61,7.51,DA,0,0,0,MVZ,1979,1970,11,9,Monterey County,"4.4 mi NW junction Martin Rd., Carmel Valley Rd.",36.424764,-121.617498
172620,11/21/14,5.37,4.76,SL,0,0,0,MVZ,1979,1970,11,10,Monterey County,"Hastings Natural History Reservation, Carmel Valley",36.37851365,-121.5568207
172621,11/21/14,5,4.31,DA,0,0,0,MVZ,1979,1970,11,18,Monterey County,"Hastings Natural History Reservation, Carmel Valley",36.37851365,-121.5568207
172619,11/21/14,3.68,3.34,ZS,0,0,0,MVZ,1979,1970,11,19,Monterey County,"Carmel Valley Rd. [G16], 4.4 mi NW junction Martin Rd.",36.424764,-121.617498
172617,3/18/15,5.61,4.97,MC,0,0,0,MVZ,1979,1970,11,24,Calaveras County,Murphys Grade at W end Murphys,38.1349845,-120.4723234
172615,3/18/15,7.37,6.79,"MC, has eggs",0,0,0,MVZ,1979,1970,11,24,Calaveras County,"Avery, corner of Fullen Rd. and Avery Sheep Ranch Rd., 2.2 mi WSW Hwy. 4",38.1947643,-120.4030052
172616,3/18/15,4.18,3.73,MC,0,0,0,MVZ,1980,1980,2,16,Calaveras County,"Avery, 2.1 mi WSW Hwy. 4 on Sheep Ranch",38.1997677,-120.3963356
172613,3/18/15,6.83,6.52,MC,0,0,0,MVZ,1980,1980,2,16,Calaveras County,"vicinity of Avery, ca. 1.6 NE Hwy. 4 on Moran Rd.",38.2221908,-120.3578736
158405,3/18/15,7.54,6.58,"MC, has 20+eggs",0,0,0,MVZ,1980,1980,3,1,Calaveras County,3.2 mi W (by air) West Point,38.400233,-120.5868731
175417,3/31/15,2.6,1.77,MC,0,0,0,MVZ,1980,1980,3,8,Amador County,"3.0 mi SE (by air) Fiddletown, Rancheria Creek-Oak Woodland Transect",38.473113,-120.7165
175416,3/31/15,3.04,2.13,MC,0,0,0,MVZ,1980,1980,3,8,Amador County,"3.0 mi SE (by air) Fiddletown, Rancheria Creek-Oak Woodland Transect",38.473113,-120.7165
173088,2/18/15,2.98,2.54,MC,0,0,0,MVZ,1980,1980,3,16,Mendocino County,"13 mi E (by road) Fort Bragg on Hwy. 20, at McGuire Hill",39.3553357,-123.6194177
173089,2/13/15,3.09,2.44,KC,0,0,0,MVZ,1980,1980,3,16,Mendocino County,"13 mi E (by road) Fort Bragg on Hwy. 20, at McGuire Hill",39.3553357,-123.6194177
173090,2/13/15,3.13,2.29,KC,0,0,0,MVZ,1980,1980,3,16,Mendocino County,"13 mi E (by road) Fort Bragg on Hwy. 20, at McGuire Hill",39.3553357,-123.6194177
173105,2/18/15,4.68,4.31,MC,0,0,0,MVZ,1980,1980,3,16,Mendocino County,4.1 mi S Usal,39.77594,-123.84329
173067,4/1/15,4.9,4.23,ZS in humboldt jar,0,0,0,MVZ,1980,1980,3,16,Mendocino County,0.8 mi S (by road) Leggett at Drive-Through Tree,39.8585581,-123.7181295
173104,2/18/15,6.12,5.7,MC,0,0,0,MVZ,1980,1980,3,16,Mendocino County,4.1 mi S Usal,39.77594,-123.84329
173101,2/18/15,6.8,5.23,KC,0,0,0,MVZ,1980,1980,3,16,Mendocino County,4.1 mi S Usal,39.77594,-123.84329
173066,4/1/15,6.85,6.5,ZS in humboldt jar,0,0,0,MVZ,1980,1980,3,16,Mendocino County,0.8 mi S (by road) Leggett at Drive-Through Tree,39.8585581,-123.7181295
173103,2/13/15,6.95,5.28,KC,0,0,0,MVZ,1980,1980,3,16,Mendocino County,4.1 mi S Usal,39.77594,-123.84329
173102,2/13/15,8.84,6.75,KC 3 extra toes,0,0,0,MVZ,1980,1980,3,16,Mendocino County,4.1 mi S Usal,39.77594,-123.84329
173098,2/18/15,2.67,1.64,KC,0,0,0,MVZ,1980,1980,4,2,Mendocino County,"ca. 0.5 mi N Philo on Hwy. 128, near Methodist Church",39.0673447,-123.447029
173099,2/13/15,2.93,1.92,KC,0,0,0,MVZ,1980,1980,4,2,Mendocino County,"ca. 0.5 mi N Philo on Hwy. 128, near Methodist Church",39.0673447,-123.447029
173087,2/13/15,3.09,1.9, ,0,0,0,MVZ,1980,1980,4,2,Mendocino County,3.5 mi SE Navarro on Hwy. 128,39.1171101,-123.4978847
173097,2/13/15,3.24,2.56,KC,0,0,0,MVZ,1980,1980,4,2,Mendocino County,"ca. 0.5 mi N Philo on Hwy. 128, near Methodist Church",39.0673447,-123.447029
173096,2/18/15,4.46,2.37,KC,10.08,1.04,1,MVZ,1980,1980,4,2,Mendocino County,"ca. 0.5 mi N Philo on Hwy. 128, near Methodist Church",39.0673447,-123.447029
173095,2/13/15,5.04,1.36,KC tail missing with regrowth,0,0,0,MVZ,1980,1980,4,2,Mendocino County,"ca. 0.5 mi N Philo on Hwy. 128, near Methodist Church",39.0673447,-123.447029
173069,3/2/15,2.71,2.42,,0,0,0,MVZ,1980,1980,4,6,Mariposa County,"5 mi N (by air) Coulterville, Servaes-Pine Transect",37.782782,-120.194697
173068,3/2/15,2.83,2.37,SL,0,0,0,MVZ,1980,1980,4,6,Mariposa County,"5 mi N (by air) Coulterville, Servaes-Pine Transect",37.782782,-120.194697
173071,3/2/15,2.89,2.2,SL,0,0,0,MVZ,1980,1980,4,6,Mariposa County,"5 mi N (by air) Coulterville, Servaes-Pine Transect",37.782782,-120.194697
173070,3/2/15,2.95,2.24,JE,0,0,0,MVZ,1980,1980,4,6,Mariposa County,"5 mi N (by air) Coulterville, Servaes-Pine Transect",37.782782,-120.194697
173072,3/2/15,3.07,2.35,JE,0,0,0,MVZ,1980,1980,4,6,Mariposa County,"5 mi N (by air) Coulterville, Servaes-Pine Transect",37.782782,-120.194697
173085,3/2/15,6.57,6.8,JE,0,0,0,MVZ,1980,1980,4,6,Mariposa County,"Wagner Ridge-Pine Transect, 5.5 mi NNE (by air) Coulterville",37.78323,-120.157653
173084,3/2/15,6.59,6.56,JE,0,0,0,MVZ,1980,1980,4,6,Mariposa County,"Wagner Ridge-Pine Transect, 5.5 mi NNE (by air) Coulterville",37.78323,-120.157653
173082,3/2/15,7.43,7.4,JE,0,0,0,MVZ,1980,1980,4,6,Mariposa County,"Wagner Ridge-Pine Transect, 5.5 mi NNE (by air) Coulterville",37.78323,-120.157653
173086,3/2/15,7.47,6.69,JE,0.7832,0.25,1,MVZ,1980,1980,4,6,Mariposa County,"Wagner Ridge-Pine Transect, 5.5 mi NNE (by air) Coulterville",37.78323,-120.157653
173083,3/2/15,7.75,8.13,JE,0,0,0,MVZ,1980,1980,4,6,Mariposa County,"Wagner Ridge-Pine Transect, 5.5 mi NNE (by air) Coulterville",37.78323,-120.157653
173080,2/27/15,8.49,6.06,KC,0,0,0,MVZ,1980,1980,4,6,Mariposa County,"Wagner Ridge-Pine Transect, 5.5 mi NNE (by air) Coulterville",37.78323,-120.157653
173081,2/27/15,9.46,6.11,KC scars on body,0,0,0,MVZ,1980,1980,4,6,Mariposa County,"Wagner Ridge-Pine Transect, 5.5 mi NNE (by air) Coulterville",37.78323,-120.157653
173093,2/18/15,5.96,4.37,KC,1.16,0.33,1,MVZ,1980,1980,4,9,Mendocino County,"Hwy. 128, 2.1 mi SE Navarro",39.1287679,-123.5090053
173092,2/18/15,6.59,5.3,"KC, eggs",0,0,0,MVZ,1980,1980,4,9,Mendocino County,"Hwy. 128, 2.1 mi SE Navarro",39.1287679,-123.5090053
173100,2/13/15,3.13,1.99,KC,0,0,0,MVZ,1980,1980,4,19,Mendocino County,"ca. 0.5 mi N Philo on Hwy. 128, near Methodist Church",39.0673447,-123.447029
158406,3/18/15,7.28,6.7,MC,0,0,0,MVZ,1980,1980,4,27,Calaveras County,"8.5 mi SE (by air) West Point at Gold King Mine, Sandoz-Fir Transect",38.3428979,-120.3961373
158407,3/18/15,8.39,7.64,"MC, has eggs",0,0,0,MVZ,1980,1980,4,27,Calaveras County,"8.5 mi SE (by air) West Point at Gold King Mine, Sandoz-Fir Transect",38.3428979,-120.3961373
173065,3/18/15,4.02,3.43,MC,0,0,0,MVZ,1980,1980,4,29,Calaveras County,8.5 mi SE (by air) West Point at Gold King Mine,38.3428979,-120.3961373
158411,3/2/15,5.81,5.13,JE,0,0,0,MVZ,1980,1980,5,31,Mariposa County,"Wagner Ridge-Pine Transect, 5.5 mi NNE (by air) Coulterville",37.78323,-120.157653
158410,3/2/15,7.81,7.68,JE,0,0,0,MVZ,1980,1980,5,31,Mariposa County,"Wagner Ridge-Pine Transect, 5.5 mi NNE (by air) Coulterville",37.78323,-120.157653
