ID,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F)
295,-121.9299,36.6098,72,2015-02,0.91,49.4,57.1,64.8
295,-121.9299,36.6098,72,2015-03,0.61,48.9,56.6,64.2
295,-121.9299,36.6098,72,2015-04,0.77,47.8,52.6,57.4
295,-121.9299,36.6098,72,2015-05,0.11,50.9,54.1,57.3
295,-121.9299,36.6098,72,2015-06,0,53.2,56.7,60.2
295,-121.9299,36.6098,72,2015-07,0.07,56.6,60.7,64.8
295,-121.9299,36.6098,72,2015-08,0,58.1,62.4,66.7
295,-121.9299,36.6098,72,2015-09,0,56.4,61.8,67.2
295,-121.9299,36.6098,72,2015-10,0.17,56.3,61.5,66.8
295,-121.9299,36.6098,72,2015-11,2.68,46.7,53.8,60.9
295,-121.9299,36.6098,72,2015-12,2.94,44.5,50.7,56.9
,,,,,,,,
296,-121.9298,36.61,72,2014-01,0.08,46.6,55.5,64.3
296,-121.9298,36.61,72,2014-02,3.29,47.3,52.7,58.1
296,-121.9298,36.61,72,2014-03,2.04,49.4,55.4,61.4
296,-121.9298,36.61,72,2014-04,1.43,49.2,53.8,58.3
296,-121.9298,36.61,72,2014-05,0.08,52.7,58.9,65.1
296,-121.9298,36.61,72,2014-06,0,52.8,57.4,62.1
296,-121.9298,36.61,72,2014-07,0.06,56.2,59.9,63.6
296,-121.9298,36.61,72,2014-08,0,56.8,60.1,63.5
296,-121.9298,36.61,72,2014-09,0.27,57.3,60.8,64.3
296,-121.9298,36.61,72,2014-10,0.21,54.7,61,67.3
296,-121.9298,36.61,72,2014-11,2.29,50.7,56.5,62.4
296,-121.9298,36.61,72,2014-12,8.67,50.5,55.3,60.2
296,-121.9298,36.61,72,2015-01,0,46.6,54.9,63.1
296,-121.9298,36.61,72,2015-02,0.91,49.4,57.1,64.8
296,-121.9298,36.61,72,2015-03,0.61,48.9,56.6,64.2
296,-121.9298,36.61,72,2015-04,0.77,47.8,52.6,57.4
296,-121.9298,36.61,72,2015-05,0.11,50.9,54.1,57.3
296,-121.9298,36.61,72,2015-06,0,53.2,56.7,60.2
296,-121.9298,36.61,72,2015-07,0.07,56.6,60.7,64.8
296,-121.9298,36.61,72,2015-08,0,58.1,62.4,66.7
296,-121.9298,36.61,72,2015-09,0,56.4,61.8,67.2
296,-121.9298,36.61,72,2015-10,0.17,56.3,61.5,66.8
296,-121.9298,36.61,72,2015-11,2.68,46.7,53.8,60.9
296,-121.9298,36.61,72,2015-12,2.94,44.5,50.7,56.9
,,,,,,,,
297,-121.9298,36.6101,72,2014-01,0.08,46.6,55.5,64.3
297,-121.9298,36.6101,72,2014-02,3.29,47.3,52.7,58.1
297,-121.9298,36.6101,72,2014-03,2.04,49.4,55.4,61.4
297,-121.9298,36.6101,72,2014-04,1.43,49.2,53.8,58.3
297,-121.9298,36.6101,72,2014-05,0.08,52.7,58.9,65.1
297,-121.9298,36.6101,72,2014-06,0,52.8,57.4,62.1
297,-121.9298,36.6101,72,2014-07,0.06,56.2,59.9,63.6
297,-121.9298,36.6101,72,2014-08,0,56.8,60.1,63.5
297,-121.9298,36.6101,72,2014-09,0.27,57.3,60.8,64.3
297,-121.9298,36.6101,72,2014-10,0.21,54.7,61,67.3
297,-121.9298,36.6101,72,2014-11,2.29,50.7,56.5,62.4
297,-121.9298,36.6101,72,2014-12,8.67,50.5,55.3,60.2
297,-121.9298,36.6101,72,2015-01,0,46.6,54.9,63.1
297,-121.9298,36.6101,72,2015-02,0.91,49.4,57.1,64.8
297,-121.9298,36.6101,72,2015-03,0.61,48.9,56.6,64.2
297,-121.9298,36.6101,72,2015-04,0.77,47.8,52.6,57.4
297,-121.9298,36.6101,72,2015-05,0.11,50.9,54.1,57.3
297,-121.9298,36.6101,72,2015-06,0,53.2,56.7,60.2
297,-121.9298,36.6101,72,2015-07,0.07,56.6,60.7,64.8
297,-121.9298,36.6101,72,2015-08,0,58.1,62.4,66.7
297,-121.9298,36.6101,72,2015-09,0,56.4,61.8,67.2
297,-121.9298,36.6101,72,2015-10,0.17,56.3,61.5,66.8
297,-121.9298,36.6101,72,2015-11,2.68,46.7,53.8,60.9
297,-121.9298,36.6101,72,2015-12,2.94,44.5,50.7,56.9
,,,,,,,,
298,-121.9298,36.6101,72,2014-01,0.08,46.6,55.5,64.3
298,-121.9298,36.6101,72,2014-02,3.29,47.3,52.7,58.1
298,-121.9298,36.6101,72,2014-03,2.04,49.4,55.4,61.4
298,-121.9298,36.6101,72,2014-04,1.43,49.2,53.8,58.3
298,-121.9298,36.6101,72,2014-05,0.08,52.7,58.9,65.1
298,-121.9298,36.6101,72,2014-06,0,52.8,57.4,62.1
298,-121.9298,36.6101,72,2014-07,0.06,56.2,59.9,63.6
298,-121.9298,36.6101,72,2014-08,0,56.8,60.1,63.5
298,-121.9298,36.6101,72,2014-09,0.27,57.3,60.8,64.3
298,-121.9298,36.6101,72,2014-10,0.21,54.7,61,67.3
298,-121.9298,36.6101,72,2014-11,2.29,50.7,56.5,62.4
298,-121.9298,36.6101,72,2014-12,8.67,50.5,55.3,60.2
298,-121.9298,36.6101,72,2015-01,0,46.6,54.9,63.1
298,-121.9298,36.6101,72,2015-02,0.91,49.4,57.1,64.8
298,-121.9298,36.6101,72,2015-03,0.61,48.9,56.6,64.2
298,-121.9298,36.6101,72,2015-04,0.77,47.8,52.6,57.4
298,-121.9298,36.6101,72,2015-05,0.11,50.9,54.1,57.3
298,-121.9298,36.6101,72,2015-06,0,53.2,56.7,60.2
298,-121.9298,36.6101,72,2015-07,0.07,56.6,60.7,64.8
298,-121.9298,36.6101,72,2015-08,0,58.1,62.4,66.7
298,-121.9298,36.6101,72,2015-09,0,56.4,61.8,67.2
298,-121.9298,36.6101,72,2015-10,0.17,56.3,61.5,66.8
298,-121.9298,36.6101,72,2015-11,2.68,46.7,53.8,60.9
298,-121.9298,36.6101,72,2015-12,2.94,44.5,50.7,56.9
,,,,,,,,
299,-121.9298,36.6101,72,2014-01,0.08,46.6,55.5,64.3
299,-121.9298,36.6101,72,2014-02,3.29,47.3,52.7,58.1
299,-121.9298,36.6101,72,2014-03,2.04,49.4,55.4,61.4
299,-121.9298,36.6101,72,2014-04,1.43,49.2,53.8,58.3
299,-121.9298,36.6101,72,2014-05,0.08,52.7,58.9,65.1
299,-121.9298,36.6101,72,2014-06,0,52.8,57.4,62.1
299,-121.9298,36.6101,72,2014-07,0.06,56.2,59.9,63.6
299,-121.9298,36.6101,72,2014-08,0,56.8,60.1,63.5
299,-121.9298,36.6101,72,2014-09,0.27,57.3,60.8,64.3
299,-121.9298,36.6101,72,2014-10,0.21,54.7,61,67.3
299,-121.9298,36.6101,72,2014-11,2.29,50.7,56.5,62.4
299,-121.9298,36.6101,72,2014-12,8.67,50.5,55.3,60.2
299,-121.9298,36.6101,72,2015-01,0,46.6,54.9,63.1
299,-121.9298,36.6101,72,2015-02,0.91,49.4,57.1,64.8
299,-121.9298,36.6101,72,2015-03,0.61,48.9,56.6,64.2
299,-121.9298,36.6101,72,2015-04,0.77,47.8,52.6,57.4
299,-121.9298,36.6101,72,2015-05,0.11,50.9,54.1,57.3
299,-121.9298,36.6101,72,2015-06,0,53.2,56.7,60.2
299,-121.9298,36.6101,72,2015-07,0.07,56.6,60.7,64.8
299,-121.9298,36.6101,72,2015-08,0,58.1,62.4,66.7
299,-121.9298,36.6101,72,2015-09,0,56.4,61.8,67.2
299,-121.9298,36.6101,72,2015-10,0.17,56.3,61.5,66.8
299,-121.9298,36.6101,72,2015-11,2.68,46.7,53.8,60.9
299,-121.9298,36.6101,72,2015-12,2.94,44.5,50.7,56.9
,,,,,,,,
300,-121.9298,36.6101,72,2014-01,0.08,46.6,55.5,64.3
300,-121.9298,36.6101,72,2014-02,3.29,47.3,52.7,58.1
300,-121.9298,36.6101,72,2014-03,2.04,49.4,55.4,61.4
300,-121.9298,36.6101,72,2014-04,1.43,49.2,53.8,58.3
300,-121.9298,36.6101,72,2014-05,0.08,52.7,58.9,65.1
300,-121.9298,36.6101,72,2014-06,0,52.8,57.4,62.1
300,-121.9298,36.6101,72,2014-07,0.06,56.2,59.9,63.6
300,-121.9298,36.6101,72,2014-08,0,56.8,60.1,63.5
300,-121.9298,36.6101,72,2014-09,0.27,57.3,60.8,64.3
300,-121.9298,36.6101,72,2014-10,0.21,54.7,61,67.3
300,-121.9298,36.6101,72,2014-11,2.29,50.7,56.5,62.4
300,-121.9298,36.6101,72,2014-12,8.67,50.5,55.3,60.2
300,-121.9298,36.6101,72,2015-01,0,46.6,54.9,63.1
300,-121.9298,36.6101,72,2015-02,0.91,49.4,57.1,64.8
300,-121.9298,36.6101,72,2015-03,0.61,48.9,56.6,64.2
300,-121.9298,36.6101,72,2015-04,0.77,47.8,52.6,57.4
300,-121.9298,36.6101,72,2015-05,0.11,50.9,54.1,57.3
300,-121.9298,36.6101,72,2015-06,0,53.2,56.7,60.2
300,-121.9298,36.6101,72,2015-07,0.07,56.6,60.7,64.8
300,-121.9298,36.6101,72,2015-08,0,58.1,62.4,66.7
300,-121.9298,36.6101,72,2015-09,0,56.4,61.8,67.2
300,-121.9298,36.6101,72,2015-10,0.17,56.3,61.5,66.8
300,-121.9298,36.6101,72,2015-11,2.68,46.7,53.8,60.9
300,-121.9298,36.6101,72,2015-12,2.94,44.5,50.7,56.9
,,,,,,,,
301,-121.9296,36.6101,72,2014-01,0.08,46.6,55.5,64.3
301,-121.9296,36.6101,72,2014-02,3.29,47.3,52.7,58.1
301,-121.9296,36.6101,72,2014-03,2.04,49.4,55.4,61.4
301,-121.9296,36.6101,72,2014-04,1.43,49.2,53.8,58.3
301,-121.9296,36.6101,72,2014-05,0.08,52.7,58.9,65.1
301,-121.9296,36.6101,72,2014-06,0,52.8,57.4,62.1
301,-121.9296,36.6101,72,2014-07,0.06,56.2,59.9,63.6
301,-121.9296,36.6101,72,2014-08,0,56.8,60.1,63.5
301,-121.9296,36.6101,72,2014-09,0.27,57.3,60.8,64.3
301,-121.9296,36.6101,72,2014-10,0.21,54.7,61,67.3
301,-121.9296,36.6101,72,2014-11,2.29,50.7,56.5,62.4
301,-121.9296,36.6101,72,2014-12,8.67,50.5,55.3,60.2
301,-121.9296,36.6101,72,2015-01,0,46.6,54.9,63.1
301,-121.9296,36.6101,72,2015-02,0.91,49.4,57.1,64.8
301,-121.9296,36.6101,72,2015-03,0.61,48.9,56.6,64.2
301,-121.9296,36.6101,72,2015-04,0.77,47.8,52.6,57.4
301,-121.9296,36.6101,72,2015-05,0.11,50.9,54.1,57.3
301,-121.9296,36.6101,72,2015-06,0,53.2,56.7,60.2
301,-121.9296,36.6101,72,2015-07,0.07,56.6,60.7,64.8
301,-121.9296,36.6101,72,2015-08,0,58.1,62.4,66.7
301,-121.9296,36.6101,72,2015-09,0,56.4,61.8,67.2
301,-121.9296,36.6101,72,2015-10,0.17,56.3,61.5,66.8
301,-121.9296,36.6101,72,2015-11,2.68,46.7,53.8,60.9
301,-121.9296,36.6101,72,2015-12,2.94,44.5,50.7,56.9
,,,,,,,,
302,-121.9298,36.6102,72,2014-01,0.08,46.6,55.5,64.3
302,-121.9298,36.6102,72,2014-02,3.29,47.3,52.7,58.1
302,-121.9298,36.6102,72,2014-03,2.04,49.4,55.4,61.4
302,-121.9298,36.6102,72,2014-04,1.43,49.2,53.8,58.3
302,-121.9298,36.6102,72,2014-05,0.08,52.7,58.9,65.1
302,-121.9298,36.6102,72,2014-06,0,52.8,57.4,62.1
302,-121.9298,36.6102,72,2014-07,0.06,56.2,59.9,63.6
302,-121.9298,36.6102,72,2014-08,0,56.8,60.1,63.5
302,-121.9298,36.6102,72,2014-09,0.27,57.3,60.8,64.3
302,-121.9298,36.6102,72,2014-10,0.21,54.7,61,67.3
302,-121.9298,36.6102,72,2014-11,2.29,50.7,56.5,62.4
302,-121.9298,36.6102,72,2014-12,8.67,50.5,55.3,60.2
302,-121.9298,36.6102,72,2015-01,0,46.6,54.9,63.1
302,-121.9298,36.6102,72,2015-02,0.91,49.4,57.1,64.8
302,-121.9298,36.6102,72,2015-03,0.61,48.9,56.6,64.2
302,-121.9298,36.6102,72,2015-04,0.77,47.8,52.6,57.4
302,-121.9298,36.6102,72,2015-05,0.11,50.9,54.1,57.3
302,-121.9298,36.6102,72,2015-06,0,53.2,56.7,60.2
302,-121.9298,36.6102,72,2015-07,0.07,56.6,60.7,64.8
302,-121.9298,36.6102,72,2015-08,0,58.1,62.4,66.7
302,-121.9298,36.6102,72,2015-09,0,56.4,61.8,67.2
302,-121.9298,36.6102,72,2015-10,0.17,56.3,61.5,66.8
302,-121.9298,36.6102,72,2015-11,2.68,46.7,53.8,60.9
302,-121.9298,36.6102,72,2015-12,2.94,44.5,50.7,56.9
,,,,,,,,
303,-121.9298,36.6102,72,2014-01,0.08,46.6,55.5,64.3
303,-121.9298,36.6102,72,2014-02,3.29,47.3,52.7,58.1
303,-121.9298,36.6102,72,2014-03,2.04,49.4,55.4,61.4
303,-121.9298,36.6102,72,2014-04,1.43,49.2,53.8,58.3
303,-121.9298,36.6102,72,2014-05,0.08,52.7,58.9,65.1
303,-121.9298,36.6102,72,2014-06,0,52.8,57.4,62.1
303,-121.9298,36.6102,72,2014-07,0.06,56.2,59.9,63.6
303,-121.9298,36.6102,72,2014-08,0,56.8,60.1,63.5
303,-121.9298,36.6102,72,2014-09,0.27,57.3,60.8,64.3
303,-121.9298,36.6102,72,2014-10,0.21,54.7,61,67.3
303,-121.9298,36.6102,72,2014-11,2.29,50.7,56.5,62.4
303,-121.9298,36.6102,72,2014-12,8.67,50.5,55.3,60.2
303,-121.9298,36.6102,72,2015-01,0,46.6,54.9,63.1
303,-121.9298,36.6102,72,2015-02,0.91,49.4,57.1,64.8
303,-121.9298,36.6102,72,2015-03,0.61,48.9,56.6,64.2
303,-121.9298,36.6102,72,2015-04,0.77,47.8,52.6,57.4
303,-121.9298,36.6102,72,2015-05,0.11,50.9,54.1,57.3
303,-121.9298,36.6102,72,2015-06,0,53.2,56.7,60.2
303,-121.9298,36.6102,72,2015-07,0.07,56.6,60.7,64.8
303,-121.9298,36.6102,72,2015-08,0,58.1,62.4,66.7
303,-121.9298,36.6102,72,2015-09,0,56.4,61.8,67.2
303,-121.9298,36.6102,72,2015-10,0.17,56.3,61.5,66.8
303,-121.9298,36.6102,72,2015-11,2.68,46.7,53.8,60.9
303,-121.9298,36.6102,72,2015-12,2.94,44.5,50.7,56.9
,,,,,,,,
304,-121.9301,36.6106,72,2014-01,0.08,46.6,55.5,64.3
304,-121.9301,36.6106,72,2014-02,3.29,47.3,52.7,58.1
304,-121.9301,36.6106,72,2014-03,2.04,49.4,55.4,61.4
304,-121.9301,36.6106,72,2014-04,1.43,49.2,53.8,58.3
304,-121.9301,36.6106,72,2014-05,0.08,52.7,58.9,65.1
304,-121.9301,36.6106,72,2014-06,0,52.8,57.4,62.1
304,-121.9301,36.6106,72,2014-07,0.06,56.2,59.9,63.6
304,-121.9301,36.6106,72,2014-08,0,56.8,60.1,63.5
304,-121.9301,36.6106,72,2014-09,0.27,57.3,60.8,64.3
304,-121.9301,36.6106,72,2014-10,0.21,54.7,61,67.3
304,-121.9301,36.6106,72,2014-11,2.29,50.7,56.5,62.4
304,-121.9301,36.6106,72,2014-12,8.67,50.5,55.3,60.2
304,-121.9301,36.6106,72,2015-01,0,46.6,54.9,63.1
304,-121.9301,36.6106,72,2015-02,0.91,49.4,57.1,64.8
304,-121.9301,36.6106,72,2015-03,0.61,48.9,56.6,64.2
304,-121.9301,36.6106,72,2015-04,0.77,47.8,52.6,57.4
304,-121.9301,36.6106,72,2015-05,0.11,50.9,54.1,57.3
304,-121.9301,36.6106,72,2015-06,0,53.2,56.7,60.2
304,-121.9301,36.6106,72,2015-07,0.07,56.6,60.7,64.8
304,-121.9301,36.6106,72,2015-08,0,58.1,62.4,66.7
304,-121.9301,36.6106,72,2015-09,0,56.4,61.8,67.2
304,-121.9301,36.6106,72,2015-10,0.17,56.3,61.5,66.8
304,-121.9301,36.6106,72,2015-11,2.68,46.7,53.8,60.9
304,-121.9301,36.6106,72,2015-12,2.94,44.5,50.7,56.9
,,,,,,,,
305,-121.9302,36.6105,72,2014-01,0.08,46.6,55.5,64.3
305,-121.9302,36.6105,72,2014-02,3.29,47.3,52.7,58.1
305,-121.9302,36.6105,72,2014-03,2.04,49.4,55.4,61.4
305,-121.9302,36.6105,72,2014-04,1.43,49.2,53.8,58.3
305,-121.9302,36.6105,72,2014-05,0.08,52.7,58.9,65.1
305,-121.9302,36.6105,72,2014-06,0,52.8,57.4,62.1
305,-121.9302,36.6105,72,2014-07,0.06,56.2,59.9,63.6
305,-121.9302,36.6105,72,2014-08,0,56.8,60.1,63.5
305,-121.9302,36.6105,72,2014-09,0.27,57.3,60.8,64.3
305,-121.9302,36.6105,72,2014-10,0.21,54.7,61,67.3
305,-121.9302,36.6105,72,2014-11,2.29,50.7,56.5,62.4
305,-121.9302,36.6105,72,2014-12,8.67,50.5,55.3,60.2
305,-121.9302,36.6105,72,2015-01,0,46.6,54.9,63.1
305,-121.9302,36.6105,72,2015-02,0.91,49.4,57.1,64.8
305,-121.9302,36.6105,72,2015-03,0.61,48.9,56.6,64.2
305,-121.9302,36.6105,72,2015-04,0.77,47.8,52.6,57.4
305,-121.9302,36.6105,72,2015-05,0.11,50.9,54.1,57.3
305,-121.9302,36.6105,72,2015-06,0,53.2,56.7,60.2
305,-121.9302,36.6105,72,2015-07,0.07,56.6,60.7,64.8
305,-121.9302,36.6105,72,2015-08,0,58.1,62.4,66.7
305,-121.9302,36.6105,72,2015-09,0,56.4,61.8,67.2
305,-121.9302,36.6105,72,2015-10,0.17,56.3,61.5,66.8
305,-121.9302,36.6105,72,2015-11,2.68,46.7,53.8,60.9
305,-121.9302,36.6105,72,2015-12,2.94,44.5,50.7,56.9
,,,,,,,,
306,-121.9302,36.6105,72,2014-01,0.08,46.6,55.5,64.3
306,-121.9302,36.6105,72,2014-02,3.29,47.3,52.7,58.1
306,-121.9302,36.6105,72,2014-03,2.04,49.4,55.4,61.4
306,-121.9302,36.6105,72,2014-04,1.43,49.2,53.8,58.3
306,-121.9302,36.6105,72,2014-05,0.08,52.7,58.9,65.1
306,-121.9302,36.6105,72,2014-06,0,52.8,57.4,62.1
306,-121.9302,36.6105,72,2014-07,0.06,56.2,59.9,63.6
306,-121.9302,36.6105,72,2014-08,0,56.8,60.1,63.5
306,-121.9302,36.6105,72,2014-09,0.27,57.3,60.8,64.3
306,-121.9302,36.6105,72,2014-10,0.21,54.7,61,67.3
306,-121.9302,36.6105,72,2014-11,2.29,50.7,56.5,62.4
306,-121.9302,36.6105,72,2014-12,8.67,50.5,55.3,60.2
306,-121.9302,36.6105,72,2015-01,0,46.6,54.9,63.1
306,-121.9302,36.6105,72,2015-02,0.91,49.4,57.1,64.8
306,-121.9302,36.6105,72,2015-03,0.61,48.9,56.6,64.2
306,-121.9302,36.6105,72,2015-04,0.77,47.8,52.6,57.4
306,-121.9302,36.6105,72,2015-05,0.11,50.9,54.1,57.3
306,-121.9302,36.6105,72,2015-06,0,53.2,56.7,60.2
306,-121.9302,36.6105,72,2015-07,0.07,56.6,60.7,64.8
306,-121.9302,36.6105,72,2015-08,0,58.1,62.4,66.7
306,-121.9302,36.6105,72,2015-09,0,56.4,61.8,67.2
306,-121.9302,36.6105,72,2015-10,0.17,56.3,61.5,66.8
306,-121.9302,36.6105,72,2015-11,2.68,46.7,53.8,60.9
306,-121.9302,36.6105,72,2015-12,2.94,44.5,50.7,56.9
,,,,,,,,
307,-121.9307,36.611,72,2014-01,0.08,46.6,55.5,64.3
307,-121.9307,36.611,72,2014-02,3.29,47.3,52.7,58.1
307,-121.9307,36.611,72,2014-03,2.04,49.4,55.4,61.4
307,-121.9307,36.611,72,2014-04,1.43,49.2,53.8,58.3
307,-121.9307,36.611,72,2014-05,0.08,52.7,58.9,65.1
307,-121.9307,36.611,72,2014-06,0,52.8,57.4,62.1
307,-121.9307,36.611,72,2014-07,0.06,56.2,59.9,63.6
307,-121.9307,36.611,72,2014-08,0,56.8,60.1,63.5
307,-121.9307,36.611,72,2014-09,0.27,57.3,60.8,64.3
307,-121.9307,36.611,72,2014-10,0.21,54.7,61,67.3
307,-121.9307,36.611,72,2014-11,2.29,50.7,56.5,62.4
307,-121.9307,36.611,72,2014-12,8.67,50.5,55.3,60.2
307,-121.9307,36.611,72,2015-01,0,46.6,54.9,63.1
307,-121.9307,36.611,72,2015-02,0.91,49.4,57.1,64.8
307,-121.9307,36.611,72,2015-03,0.61,48.9,56.6,64.2
307,-121.9307,36.611,72,2015-04,0.77,47.8,52.6,57.4
307,-121.9307,36.611,72,2015-05,0.11,50.9,54.1,57.3
307,-121.9307,36.611,72,2015-06,0,53.2,56.7,60.2
307,-121.9307,36.611,72,2015-07,0.07,56.6,60.7,64.8
307,-121.9307,36.611,72,2015-08,0,58.1,62.4,66.7
307,-121.9307,36.611,72,2015-09,0,56.4,61.8,67.2
307,-121.9307,36.611,72,2015-10,0.17,56.3,61.5,66.8
307,-121.9307,36.611,72,2015-11,2.68,46.7,53.8,60.9
307,-121.9307,36.611,72,2015-12,2.94,44.5,50.7,56.9
,,,,,,,,
308,-121.9307,36.611,72,2014-01,0.08,46.6,55.5,64.3
308,-121.9307,36.611,72,2014-02,3.29,47.3,52.7,58.1
308,-121.9307,36.611,72,2014-03,2.04,49.4,55.4,61.4
308,-121.9307,36.611,72,2014-04,1.43,49.2,53.8,58.3
308,-121.9307,36.611,72,2014-05,0.08,52.7,58.9,65.1
308,-121.9307,36.611,72,2014-06,0,52.8,57.4,62.1
308,-121.9307,36.611,72,2014-07,0.06,56.2,59.9,63.6
308,-121.9307,36.611,72,2014-08,0,56.8,60.1,63.5
308,-121.9307,36.611,72,2014-09,0.27,57.3,60.8,64.3
308,-121.9307,36.611,72,2014-10,0.21,54.7,61,67.3
308,-121.9307,36.611,72,2014-11,2.29,50.7,56.5,62.4
308,-121.9307,36.611,72,2014-12,8.67,50.5,55.3,60.2
308,-121.9307,36.611,72,2015-01,0,46.6,54.9,63.1
308,-121.9307,36.611,72,2015-02,0.91,49.4,57.1,64.8
308,-121.9307,36.611,72,2015-03,0.61,48.9,56.6,64.2
308,-121.9307,36.611,72,2015-04,0.77,47.8,52.6,57.4
308,-121.9307,36.611,72,2015-05,0.11,50.9,54.1,57.3
308,-121.9307,36.611,72,2015-06,0,53.2,56.7,60.2
308,-121.9307,36.611,72,2015-07,0.07,56.6,60.7,64.8
308,-121.9307,36.611,72,2015-08,0,58.1,62.4,66.7
308,-121.9307,36.611,72,2015-09,0,56.4,61.8,67.2
308,-121.9307,36.611,72,2015-10,0.17,56.3,61.5,66.8
308,-121.9307,36.611,72,2015-11,2.68,46.7,53.8,60.9
308,-121.9307,36.611,72,2015-12,2.94,44.5,50.7,56.9
,,,,,,,,
309,-121.9309,36.611,72,2014-01,0.08,46.6,55.5,64.3
309,-121.9309,36.611,72,2014-02,3.29,47.3,52.7,58.1
309,-121.9309,36.611,72,2014-03,2.04,49.4,55.4,61.4
309,-121.9309,36.611,72,2014-04,1.43,49.2,53.8,58.3
309,-121.9309,36.611,72,2014-05,0.08,52.7,58.9,65.1
309,-121.9309,36.611,72,2014-06,0,52.8,57.4,62.1
309,-121.9309,36.611,72,2014-07,0.06,56.2,59.9,63.6
309,-121.9309,36.611,72,2014-08,0,56.8,60.1,63.5
309,-121.9309,36.611,72,2014-09,0.27,57.3,60.8,64.3
309,-121.9309,36.611,72,2014-10,0.21,54.7,61,67.3
309,-121.9309,36.611,72,2014-11,2.29,50.7,56.5,62.4
309,-121.9309,36.611,72,2014-12,8.67,50.5,55.3,60.2
309,-121.9309,36.611,72,2015-01,0,46.6,54.9,63.1
309,-121.9309,36.611,72,2015-02,0.91,49.4,57.1,64.8
309,-121.9309,36.611,72,2015-03,0.61,48.9,56.6,64.2
309,-121.9309,36.611,72,2015-04,0.77,47.8,52.6,57.4
309,-121.9309,36.611,72,2015-05,0.11,50.9,54.1,57.3
309,-121.9309,36.611,72,2015-06,0,53.2,56.7,60.2
309,-121.9309,36.611,72,2015-07,0.07,56.6,60.7,64.8
309,-121.9309,36.611,72,2015-08,0,58.1,62.4,66.7
309,-121.9309,36.611,72,2015-09,0,56.4,61.8,67.2
309,-121.9309,36.611,72,2015-10,0.17,56.3,61.5,66.8
309,-121.9309,36.611,72,2015-11,2.68,46.7,53.8,60.9
309,-121.9309,36.611,72,2015-12,2.94,44.5,50.7,56.9
,,,,,,,,
310,-121.9309,36.611,72,2014-01,0.08,46.6,55.5,64.3
310,-121.9309,36.611,72,2014-02,3.29,47.3,52.7,58.1
310,-121.9309,36.611,72,2014-03,2.04,49.4,55.4,61.4
310,-121.9309,36.611,72,2014-04,1.43,49.2,53.8,58.3
310,-121.9309,36.611,72,2014-05,0.08,52.7,58.9,65.1
310,-121.9309,36.611,72,2014-06,0,52.8,57.4,62.1
310,-121.9309,36.611,72,2014-07,0.06,56.2,59.9,63.6
310,-121.9309,36.611,72,2014-08,0,56.8,60.1,63.5
310,-121.9309,36.611,72,2014-09,0.27,57.3,60.8,64.3
310,-121.9309,36.611,72,2014-10,0.21,54.7,61,67.3
310,-121.9309,36.611,72,2014-11,2.29,50.7,56.5,62.4
310,-121.9309,36.611,72,2014-12,8.67,50.5,55.3,60.2
310,-121.9309,36.611,72,2015-01,0,46.6,54.9,63.1
310,-121.9309,36.611,72,2015-02,0.91,49.4,57.1,64.8
310,-121.9309,36.611,72,2015-03,0.61,48.9,56.6,64.2
310,-121.9309,36.611,72,2015-04,0.77,47.8,52.6,57.4
310,-121.9309,36.611,72,2015-05,0.11,50.9,54.1,57.3
310,-121.9309,36.611,72,2015-06,0,53.2,56.7,60.2
310,-121.9309,36.611,72,2015-07,0.07,56.6,60.7,64.8
310,-121.9309,36.611,72,2015-08,0,58.1,62.4,66.7
310,-121.9309,36.611,72,2015-09,0,56.4,61.8,67.2
310,-121.9309,36.611,72,2015-10,0.17,56.3,61.5,66.8
310,-121.9309,36.611,72,2015-11,2.68,46.7,53.8,60.9
310,-121.9309,36.611,72,2015-12,2.94,44.5,50.7,56.9
,,,,,,,,
311,-121.9308,36.6109,72,2014-01,0.08,46.6,55.5,64.3
311,-121.9308,36.6109,72,2014-02,3.29,47.3,52.7,58.1
311,-121.9308,36.6109,72,2014-03,2.04,49.4,55.4,61.4
311,-121.9308,36.6109,72,2014-04,1.43,49.2,53.8,58.3
311,-121.9308,36.6109,72,2014-05,0.08,52.7,58.9,65.1
311,-121.9308,36.6109,72,2014-06,0,52.8,57.4,62.1
311,-121.9308,36.6109,72,2014-07,0.06,56.2,59.9,63.6
311,-121.9308,36.6109,72,2014-08,0,56.8,60.1,63.5
311,-121.9308,36.6109,72,2014-09,0.27,57.3,60.8,64.3
311,-121.9308,36.6109,72,2014-10,0.21,54.7,61,67.3
311,-121.9308,36.6109,72,2014-11,2.29,50.7,56.5,62.4
311,-121.9308,36.6109,72,2014-12,8.67,50.5,55.3,60.2
311,-121.9308,36.6109,72,2015-01,0,46.6,54.9,63.1
311,-121.9308,36.6109,72,2015-02,0.91,49.4,57.1,64.8
311,-121.9308,36.6109,72,2015-03,0.61,48.9,56.6,64.2
311,-121.9308,36.6109,72,2015-04,0.77,47.8,52.6,57.4
311,-121.9308,36.6109,72,2015-05,0.11,50.9,54.1,57.3
311,-121.9308,36.6109,72,2015-06,0,53.2,56.7,60.2
311,-121.9308,36.6109,72,2015-07,0.07,56.6,60.7,64.8
311,-121.9308,36.6109,72,2015-08,0,58.1,62.4,66.7
311,-121.9308,36.6109,72,2015-09,0,56.4,61.8,67.2
