catalognumber,swabdate,svl,tail,notes,zswab,logZE,BdStatus,status,date,decade,year,month,day,locality,latitude,longitude
155080,11/7/14,2.37,2.5,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,"Nacimiento-Fergusson Rd., 1.8 mi E summit, ca. 7.2 mi NW Hunter-Liggett Military Reservation",36.009265,-121.40387
155081,11/7/14,2.24,2.23,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,"Nacimiento-Fergusson Rd., 1.8 mi E summit, ca. 7.2 mi NW Hunter-Liggett Military Reservation",36.009265,-121.40387
155082,11/7/14,2.26,2.37,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,"Nacimiento-Fergusson Rd., 1.8 mi E summit, ca. 7.2 mi NW Hunter-Liggett Military Reservation",36.009265,-121.40387
155083,11/7/14,2.18,2.28,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,"Nacimiento-Fergusson Rd., 1.8 mi E summit, ca. 7.2 mi NW Hunter-Liggett Military Reservation",36.009265,-121.40387
155084,1/14/15,2.02,2.02,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,"Nacimiento-Fergusson Rd., 1.8 mi E summit, ca. 7.2 mi NW Hunter-Liggett Military Reservation",36.009265,-121.40387
155302,11/7/14,3.03,5.26,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,Mill Creek at Hwy. 1,35.982938,-121.489679
155303,11/7/14,3.16,4.69,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,Mill Creek at Hwy. 1,35.982938,-121.489679
155304,11/21/14,3.16,3.79,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,Mill Creek at Hwy. 1,35.982938,-121.489679
155305,12/19/14,3,4.9,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,Mill Creek at Hwy. 1,35.982938,-121.489679
155306,11/7/14,3.29,5.63,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,Mill Creek at Hwy. 1,35.982938,-121.489679
155307,11/7/14,3.06,5.07,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,Mill Creek at Hwy. 1,35.982938,-121.489679
155308,11/21/14,3.04,2.47,gr,0,0,0.000000000,0,3/13/75,1970,1975,3,13,Mill Creek at Hwy. 1,35.982938,-121.489679
155309,11/21/14,2.93,4.44,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,Mill Creek at Hwy. 1,35.982938,-121.489679
155310,11/7/14,2.9,4.48,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,Mill Creek at Hwy. 1,35.982938,-121.489679
154983,1/14/15,3.51,6.82,,0,0,0.000000000,0,3/27/75,1970,1975,3,27,"Bixby Creek, 10 mi S Hwy. 1",36.256613,-121.787432
154984,1/23/15,3.9,5.55,,0,0,0.000000000,0,3/27/75,1970,1975,3,27,"Bixby Creek, 10 mi S Hwy. 1",36.256613,-121.787432
154985,12/19/14,3.44,5.86,,0,0,0.000000000,0,3/27/75,1970,1975,3,27,"Bixby Creek, 10 mi S Hwy. 1",36.256613,-121.787432
154986,12/5/14,3.56,3.94,,0,0,0.000000000,0,3/27/75,1970,1975,3,27,"Bixby Creek, 10 mi S Hwy. 1",36.256613,-121.787432
154987,12/19/14,3.25,4.89,,0,0,0.000000000,0,3/27/75,1970,1975,3,27,"Bixby Creek, 10 mi S Hwy. 1",36.256613,-121.787432
154988,11/21/14,3.2,4.86,,0,0,0.000000000,0,3/27/75,1970,1975,3,27,"Bixby Creek, 10 mi S Hwy. 1",36.256613,-121.787432
154989,1/23/15,3.31,5.25,,0,0,0.000000000,0,3/27/75,1970,1975,3,27,"Bixby Creek, 10 mi S Hwy. 1",36.256613,-121.787432
154990,12/5/14,3.48,4.96,,0,0,0.000000000,0,3/27/75,1970,1975,3,27,"Bixby Creek, 10 mi S Hwy. 1",36.256613,-121.787432
154991,12/19/14,3.19,5.48,,0,0,0.000000000,0,3/27/75,1970,1975,3,27,"Bixby Creek, 10 mi S Hwy. 1",36.256613,-121.787432
155183,12/5/14,3.49,4.85,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155184,12/5/14,3.27,4.58,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155186,12/19/14,3.34,4.43,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155187,12/5/14,3.27,1.1,gr,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155188,12/5/14,3.35,4.52,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155189,1/14/15,3.13,5.46,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155190,11/21/14,3.28,4.47,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155191,12/5/14,3.37,3.8,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155192,12/19/14,3.07,4.39,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155193,11/7/14,3.81,6.49,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155194,12/5/14,3.45,5.18,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155195,1/23/15,3.53,3.66,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155197,12/5/14,2.92,1.68,br,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155198,12/5/14,3.14,4.56,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155199,1/23/15,3.3,5.06,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155200,12/19/14,2.94,2.01,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155201,1/23/15,3.33,3.94,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155202,12/19/14,3.18,4.19,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155203,11/21/14,3.09,4.16,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155204,3/4/15,3.16,3.97,KC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155205,4/27/15,3.39,4.31,MC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155207,2/11/15,3.24,4.3,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155208,2/11/15,3.47,4.37,tail br,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155209,4/25/15,31.08,50.74,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155210,3/2/15,2.91,4.58,SL,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155212,5/1/15,3.2,4.4,DA,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155213,5/3/15,3.48,3.19,MC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155214,2/11/15,2.98,3.59,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155215,5/1/15,3,3.63,DA,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155216,4/27/15,3.04,3.74,MC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155217,4/25/15,30,37.13,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155218,5/5/15,2.86,3.27,JE,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155219,4/27/15,2.97,4.34,MC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155220,5/1/15,2.88,3.53,DA,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155221,4/27/15,2.65,3.09,SL,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155222,4/27/15,2.61,3.53,MC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155223,4/27/15,2.31,2.81,SL,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155224,4/25/15,25.81,30.18,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155225,4/25/15,22.12,26.23,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155227,3/2/15,2.44,2.82,SL,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155228,2/11/15,2.71,2.93,SL,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155229,3/2/15,2.43,2.45,SL,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155230,2/11/15,2.14,2.23,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155231,4/25/15,22.04,24.36,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155232,4/27/15,2.36,2.68,MC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155233,4/27/15,1.94,2.05,SL,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155234,2/11/15,1.83,1.84,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155235,4/25/15,22.7,26.14,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155236,4/27/15,2.18,2.16,MC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155237,4/25/15,22.65,16.29,tail broken,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155238,3/4/15,1.8,1.65,MC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155239,3/4/15,2.98,2.92,MC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155240,4/27/15,2.53,3.36,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155241,4/27/15,2.2,2.19,MC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155242,4/25/15,19.39,13.78,PM,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155243,3/4/15,2.08,1.22,MC tail regrow,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155244,4/25/15,18.09,16.53,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155245,4/25/15,1.87,1.83,PM,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155247,2/11/15,2.19,2.19,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155248,4/25/15,19.48,21.4,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155249,4/27/15,2.03,0.38,MC broken tail,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155250,5/3/15,2.08,2.17,MC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155251,4/25/15,19.01,18.26,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155252,3/2/15,2.24,2.45,SL,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155253,3/4/15,1.76,1.65,MC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155254,4/25/15,18.92,12.11,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155255,5/1/15,2.2,2.51,DA,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155257,4/25/15,21.74,22.78,PM tail breaking,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155258,4/25/15,22.01,24.11,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155259,4/25/15,19.81,21.88,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155260,4/27/15,2.29,2.61,MC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155261,4/25/15,23.17,22.53,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155262,2/11/15,1.99,2,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155263,3/4/15,2.4,2.32,"KC, skin sloughing",0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155264,5/1/15,2.35,2.64,JE,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155265,2/11/15,2.42,2.28,tail br,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155266,3/4/15,2.15,2.56,MC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155267,4/27/15,2.31,1.07,MC broken tail,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155268,4/25/15,2.1,2.3,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155270,4/27/15,1.99,2,MC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155271,3/2/15,1.78,2.54,SL,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155272,3/2/15,1.68,1.75,SL,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155273,3/4/15,2.06,2.07,MC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155274,4/25/15,22.44,15.61,tail growing,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155275,2/11/15,2.05,2.95,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155277,4/27/15,1.99,1.86,MC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155278,4/27/15,1.98,2.26,MC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155279,4/25/15,20.25,22.66,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155280,4/25/15,21.7,20.28,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155281,4/27/15,2.01,0.7,MC broken tail,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155283,5/1/15,1.54,1.49,JE,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155284,4/25/15,19.81,16.94,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155285,3/2/15,1.72,1.83,SL,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155286,3/4/15,1.95,1.11,MC tail broken,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155287,5/3/15,1.75,1.17,MC  ,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155289,3/4/15,2.1,0.69,"KC, tail growing",0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155290,4/25/15,18.27,16.8,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155291,2/11/15,1.84,0.91,tail br,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155292,3/2/15,1.47,1.48,SL,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155293,4/25/15,15.58,13.79,too small,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155294,4/25/15,13.09,8.59,too small,0,0,0.000000000,0,3/30/75,1970,1975,3,30,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155358,5/2/15,3.49,5.27,MC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155359,2/11/15,3.81,5.37,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155360,3/2/15,3.23,4.93,SL,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155361,2/11/15,3.59,4.75,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155362,4/25/15,32.7,14.16,PM tail regrowing,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155363,3/2/15,3.45,5.44,SL,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155364,4/27/15,3.52,4.19,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155365,4/27/15,3.44,4.96,MC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155366,4/25/15,33.11,44.76,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155367,2/11/15,3.37,4.55,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155368,4/27/15,3.6,4.97,MC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155369,5/3/15,3.53,3.17,"MC, TAIL BR",0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155371,4/27/15,3.4,4.31,MC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155372,5/1/15,3.27,4.92,DA,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155373,2/11/15,3.37,4.4,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155374,4/25/15,34.22,48.26,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155375,4/25/15,35.41,51.96,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155376,5/3/15,3.35,4.41,MC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155377,4/25/15,28.88,43.99,PM,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155378,3/2/15,3.43,4.7,SL,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155379,5/1/15,2.82,4.34,JE,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155380,4/25/15,32.41,41.27,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155381,5/2/15,3.45,3.55,MC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155382,5/3/15,3.02,4.26,MC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155383,4/25/15,28.87,39.22,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155384,4/25/15,32.71,44.62,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155385,3/2/15,3.36,4.37,SL,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155386,4/25/15,30.01,40.24,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155387,2/11/15,3.09,4.49,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155388,4/27/15,3.16,4.81,MC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155389,2/11/15,3.07,3.43,tail growing,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155390,4/25/15,29.64,42.06,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155391,5/4/15,"2,69",3.98,JE,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155393,4/27/15,,,MC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155394,3/2/15,2.99,3.68,SL,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155395,2/11/15,2.52,3.21,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155396,3/4/15,2.68,3.39,KC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155397,4/25/15,25.14,34.87,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155398,5/4/15,2.46,3.15,JE,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155399,5/1/15,2.53,3.3,DA,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155400,5/1/15,2.56,3.55,JE,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155401,5/1/15,2.46,2.88,JE,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155402,4/27/15,2.69,3.09,SL,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155403,2/11/15,2.44,2.79,,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155404,4/27/15,2.66,3.04,MC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155405,4/27/15,2.23,3.36,SL,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155406,3/4/15,2.5,3.1,MC,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
155407,5/1/15,2.47,2.89,DA,0,0,0.000000000,0,3/30/75,1970,1975,3,30,Don Dahvee Park,36.589239,-121.895024
154976,11/7/14,3.44,5.21,,0,0,0.000000000,0,1/17/76,1970,1976,1,17,"Big Sur, Juan Higuera Creek at Hwy. 1",36.264484,-121.798296
154977,1/23/15,3.44,1.47,gr,0,0,0.000000000,0,1/17/76,1970,1976,1,17,"Big Sur, Juan Higuera Creek at Hwy. 1",36.264484,-121.798296
154978,1/14/15,3.45,3.96,gr,0,0,0.000000000,0,1/17/76,1970,1976,1,17,"Big Sur, Juan Higuera Creek at Hwy. 1",36.264484,-121.798296
154979,1/14/15,3.27,4.86,,0,0,0.000000000,0,1/17/76,1970,1976,1,17,"Big Sur, Juan Higuera Creek at Hwy. 1",36.264484,-121.798296
154980,5/3/15,3.31,4.61,MC,0,0,0.000000000,0,1/17/76,1970,1976,1,17,"Big Sur, Juan Higuera Creek at Hwy. 1",36.264484,-121.798296
154981,1/23/15,3.28,1.64,gr,0,0,0.000000000,0,1/17/76,1970,1976,1,17,"Big Sur, Juan Higuera Creek at Hwy. 1",36.264484,-121.798296
154982,11/7/14,2.65,3.55,,0,0,0.000000000,0,1/17/76,1970,1976,1,17,"Big Sur, Juan Higuera Creek at Hwy. 1",36.264484,-121.798296
155408,2/11/15,3.66,5.54,,0,0,0.000000000,0,1/17/76,1970,1976,1,17,3.7 mi SE Point Sur at small creek on Hwy. 1,36.284089,-121.837611
155409,2/11/15,3.62,6.1,,0,0,0.000000000,0,1/17/76,1970,1976,1,17,3.7 mi SE Point Sur at small creek on Hwy. 1,36.284089,-121.837611
