"","X.1","X","lake.id","year","Bd.Status","Zscore","longitude","latitude","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","HFP2009","croplands2005","Built2009","NavWater2009","Popdensity2010","Roads","Railways","Pasture2009"
"2816",2816,2816,20196,2005,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2817",2817,2817,20196,2005,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2818",2818,2818,20196,2005,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2819",2819,2819,20196,2005,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2820",2820,2820,20196,2005,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2821",2821,2821,20196,2005,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2822",2822,2822,20196,2005,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2823",2823,2823,20196,2005,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2824",2824,2824,20196,2005,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2825",2825,2825,20196,2005,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2826",2826,2826,20196,2005,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2827",2827,2827,20196,2005,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2828",2828,2828,20196,2005,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2829",2829,2829,20196,2005,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2830",2830,2830,20196,2005,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2831",2831,2831,20196,2005,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2832",2832,2832,20196,2005,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2833",2833,2833,20196,2005,1,0.66,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2834",2834,2834,20196,2005,1,0.83,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2835",2835,2835,20196,2005,1,4.21,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2836",2836,2836,20196,2005,1,4.91,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2837",2837,2837,20196,2005,1,5.23,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2838",2838,2838,20196,2005,1,12.07,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2839",2839,2839,20196,2005,1,12.46,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2840",2840,2840,20196,2005,1,18.88,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2841",2841,2841,20196,2005,1,21.61,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2842",2842,2842,20196,2005,1,31.56,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2843",2843,2843,20196,2005,1,58.52,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2844",2844,2844,20196,2005,1,73.28,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2845",2845,2845,20196,2005,1,96.21,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2846",2846,2846,20196,2005,1,101.9,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2847",2847,2847,20196,2005,1,151.2,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2848",2848,2848,20196,2005,1,155,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2849",2849,2849,20196,2005,1,199.3,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2850",2850,2850,20196,2005,1,250.74,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2851",2851,2851,20196,2005,1,266.64,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2852",2852,2852,20196,2005,1,339.89,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2853",2853,2853,20196,2005,1,388.45,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2854",2854,2854,20196,2005,1,518.02,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2855",2855,2855,20196,2005,1,545.31,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2856",2856,2856,20196,2005,1,557.89,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2857",2857,2857,20196,2005,1,586.31,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2858",2858,2858,20196,2005,1,592.79,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2859",2859,2859,20196,2005,1,703.22,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2860",2860,2860,20196,2005,1,816.14,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2861",2861,2861,20196,2005,1,829.64,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2862",2862,2862,20196,2005,1,908.14,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2863",2863,2863,20196,2005,1,1022.84,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2864",2864,2864,20196,2005,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2865",2865,2865,20196,2005,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2866",2866,2866,20196,2005,1,0.59,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2867",2867,2867,20196,2005,1,0.82,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2868",2868,2868,20196,2005,1,2.37,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2869",2869,2869,20196,2005,1,3.13,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2870",2870,2870,20196,2005,1,4.1,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2871",2871,2871,20196,2005,1,4.14,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2872",2872,2872,20196,2005,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2873",2873,2873,20196,2005,1,0.13,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2874",2874,2874,20196,2005,1,235.58,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2875",2875,2875,20196,2005,1,4550.1,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2876",2876,2876,20196,2005,1,355.87,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2877",2877,2877,20196,2005,1,230.94,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2878",2878,2878,20196,2005,1,33.85,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2879",2879,2879,20196,2005,1,18.99,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2880",2880,2880,20196,2005,1,25.51,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2881",2881,2881,20196,2005,1,5752.88,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2882",2882,2882,20196,2006,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2883",2883,2883,20196,2006,1,183.19,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2884",2884,2884,20196,2006,1,1052.62,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2885",2885,2885,20196,2006,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2886",2886,2886,20196,2006,1,17.81,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2887",2887,2887,20196,2006,1,6.39,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2888",2888,2888,20196,2006,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2889",2889,2889,20196,2006,1,111.84,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2890",2890,2890,20196,2006,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2891",2891,2891,20196,2006,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2892",2892,2892,20196,2006,1,8.35,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2893",2893,2893,20196,2006,1,2156,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2894",2894,2894,20196,2006,1,1299.57,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2895",2895,2895,20196,2006,1,11084.72,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2896",2896,2896,20196,2006,1,1.55,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2897",2897,2897,20196,2006,1,0.0045,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2898",2898,2898,20196,2006,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2899",2899,2899,20196,2006,1,513.61,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2900",2900,2900,20196,2006,1,24,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2901",2901,2901,20196,2006,1,3319.08,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2902",2902,2902,20196,2006,1,235.95,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2903",2903,2903,20196,2006,1,2271.36,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2904",2904,2904,20196,2006,1,109.08,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2905",2905,2905,20196,2006,1,708.63,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2906",2906,2906,20196,2006,1,792.99,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2907",2907,2907,20196,2006,1,798.14,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2908",2908,2908,20196,2006,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2909",2909,2909,20196,2006,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2910",2910,2910,20196,2006,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2911",2911,2911,20196,2006,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2912",2912,2912,20196,2006,1,26.38,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2913",2913,2913,20196,2006,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2914",2914,2914,20196,2006,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2915",2915,2915,20196,2006,1,27.71,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2916",2916,2916,20196,2006,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2917",2917,2917,20196,2006,1,23491.44,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2918",2918,2918,20196,2006,1,30.96,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2919",2919,2919,20196,2006,1,5.01,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2920",2920,2920,20196,2006,1,205.09,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2921",2921,2921,20196,2006,1,20.63,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2922",2922,2922,20196,2006,1,5755.08,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2923",2923,2923,20196,2006,0,0,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2924",2924,2924,20196,2006,1,0.08,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2925",2925,2925,20196,2006,1,0.2,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2926",2926,2926,20196,2006,1,0.51,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2927",2927,2927,20196,2006,1,194.59,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2928",2928,2928,20196,2006,1,20.68,-118.453061371446,36.6461297127368,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2929",2929,2929,20197,2004,1,1210.71,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2930",2930,2930,20197,2004,1,1367.72,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2931",2931,2931,20197,2004,1,2730.16,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2932",2932,2932,20197,2004,1,8423.96,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2933",2933,2933,20197,2005,1,0.14,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2934",2934,2934,20197,2005,1,107.03,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2935",2935,2935,20197,2005,1,1734.66,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2936",2936,2936,20197,2005,1,9162.05,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2937",2937,2937,20197,2006,0,0,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2938",2938,2938,20197,2006,1,594.48,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2939",2939,2939,20197,2006,1,4910,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2940",2940,2940,20197,2006,1,907.24,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2941",2941,2941,20197,2006,1,2186.16,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2942",2942,2942,20197,2006,1,61.85,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2943",2943,2943,20197,2006,1,1221.85,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2944",2944,2944,20197,2006,1,2122.28,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2945",2945,2945,20197,2006,1,3233.5,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2946",2946,2946,20197,2006,1,15601.04,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2947",2947,2947,20197,2006,1,579.2,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2948",2948,2948,20197,2006,1,268.96,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2949",2949,2949,20197,2006,1,513.15,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2950",2950,2950,20197,2006,1,2353.1,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2951",2951,2951,20197,2006,1,1124.96,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2952",2952,2952,20197,2006,1,2240.16,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2953",2953,2953,20197,2006,1,1241.85,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2954",2954,2954,20197,2006,1,1867.61,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2955",2955,2955,20197,2006,1,1813,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2956",2956,2956,20197,2006,1,3124.93,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2957",2957,2957,20197,2006,1,2141.86,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2958",2958,2958,20197,2006,1,2071.42,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
"2959",2959,2959,20197,2006,1,1213.55,-118.45985319106,36.6470382273574,9,110,41,5401,162,-104,266,-43,53,84,-50,739,125,15,63,335,62,79,331,1,0,0,0,1,0,0,0
