Continent.Region,Country,LocationDescription,Latitude,Longitude,Elevation.m.,DateCollected,Month,Day,Year,Decade,MuseumOrField,SampleID,FieldID,Order,Family,Genus,Species,Subspecies,SpeciesName,Lifestage,BdStatus,GEScore,ZEScore,BdMethodology,SwabCollector,PreviouslyReported,Comments,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
NorthAmerica,United States,"California_Placer County_1.5 mi SW Squaw Valley Post Office, in unnamed creek",39.1905,-120.2448333,2195,1991,NA,NA,1960,1960s,Museum,MVZ71846,MVZ71846,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum _not recorded_,52,147,44,6270,242,-86,328,-20,135,136,-20,1020,178,12,71,487,54,57,487
NorthAmerica,United States,"California_Placer County_1.5 mi SW Squaw Valley Post Office, in unnamed creek",39.1905,-120.2448333,2195,2004,NA,NA,1960,1960s,Museum,MVZ71847,MVZ71847,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum _not recorded_,52,147,44,6270,242,-86,328,-20,135,136,-20,1020,178,12,71,487,54,57,487
NorthAmerica,United States,"California_Placer County_1.5 mi SW Squaw Valley Post Office, in unnamed creek",39.1905,-120.2448333,2195,2004,NA,NA,1960,1960s,Museum,MVZ71848,MVZ71848,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum _not recorded_,52,147,44,6270,242,-86,328,-20,135,136,-20,1020,178,12,71,487,54,57,487
NorthAmerica,United States,"California_Placer County_0.65 mi SW Squaw Valley Post Office, in unnamed creek",39.192,-120.2418333,2012,2002,NA,NA,1960,1960s,Museum,MVZ71833,MVZ71833,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum _not recorded_,52,147,44,6270,242,-86,328,-20,135,136,-20,1020,178,12,71,487,54,57,487
NorthAmerica,United States,"California_Placer County_0.65 mi SW Squaw Valley Post Office, in unnamed creek",39.192,-120.2418333,2043,1985,NA,NA,1960,1960s,Museum,MVZ71834,MVZ71834,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum _not recorded_,52,147,44,6270,242,-86,328,-20,135,136,-20,1020,178,12,71,487,54,57,487
NorthAmerica,United States,"California_Placer County_0.6 mi SW Squaw Valley Post Office, in unnamed creek",39.1958333,-120.2376667,1982,2002,NA,NA,1960,1960s,Museum,MVZ71830,MVZ71830,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum _not recorded_,52,147,44,6270,242,-86,328,-20,135,136,-20,1020,178,12,71,487,54,57,487
NorthAmerica,United States,"California_Placer County_0.6 mi SW Squaw Valley Post Office, in unnamed creek",39.1958333,-120.2376667,1997,2002,NA,NA,1960,1960s,Museum,MVZ71831,MVZ71831,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum _not recorded_,52,147,44,6270,242,-86,328,-20,135,136,-20,1020,178,12,71,487,54,57,487
NorthAmerica,United States,"California_Placer County_0.6 mi SW Squaw Valley Post Office, in unnamed creek",39.1958333,-120.2376667,1982,2002,NA,NA,1960,1960s,Museum,MVZ71832,MVZ71832,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum _not recorded_,52,147,44,6270,242,-86,328,-20,135,136,-20,1020,178,12,71,487,54,57,487
NorthAmerica,United States,"California_Placer County_Squaw Meadows, Squaw Valley, in Squaw Creek",39.2041667,-120.217,1890,2005,NA,NA,1960,1960s,Museum,MVZ71842,MVZ71842,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum _not recorded_,52,147,44,6270,242,-86,328,-20,135,136,-20,1020,178,12,71,487,54,57,487
NorthAmerica,United States,"California_Placer County_Squaw Meadows, Squaw Valley, in Squaw Creek",39.2041667,-120.217,1890,2002,NA,NA,1960,1960s,Museum,MVZ71843,MVZ71843,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum _not recorded_,52,147,44,6270,242,-86,328,-20,135,136,-20,1020,178,12,71,487,54,57,487
NorthAmerica,United States,"California_Placer County_Squaw Meadows, Squaw Valley, in Squaw Creek",39.2041667,-120.217,1890,2002,NA,NA,1960,1960s,Museum,MVZ71844,MVZ71844,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum _not recorded_,52,147,44,6270,242,-86,328,-20,135,136,-20,1020,178,12,71,487,54,57,487
NorthAmerica,United States,Nevada_Washoe County_Incline,39.25139,-119.97194,1950,1954,NA,NA,1931,1930s,Museum,SM194,MVZ12790,Anura,Ranidae,Rana,muscosa,NA,Rana muscosa,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,"_Coordinate error (m) 832.030848_Datum _not recorded_I am assuming ""Incline Village""Estimated elevation using GPS Visualizer",55,148,44,6473,249,-85,334,-19,142,142,-19,648,106,13,60,289,53,53,289
NorthAmerica,United States,Nevada_Washoe County_3 mi S Mt. Rose,39.28568,-119.88472,2591,2001,8,6,1936,1930s,Museum,MVZ21423,MVZ21423,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 5153.119488_Datum __,55,148,44,6473,249,-85,334,-19,142,142,-19,648,106,13,60,289,53,53,289
NorthAmerica,United States,"California_Placer County_California, Placer Co., 1 mi S Norden (Sugar Bowl, Donner).",39.31400833,-120.3366972,2157.4,1999,NA,NA,1982,1980s,Museum,CAS163071,CAS163071,Anura,Bufonidae,Bufo,boreas,NA,Bufo boreas,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,"_Coordinate error (m) _Datum _Terrain Navigator 1.0, California, High Sierra/Tahoe, Norden Quadrangle, 1979._Estimated elevation using GPS Visualizer",63,145,44,6225,250,-73,323,-9,145,146,-9,1249,222,10,75,608,50,54,608
NorthAmerica,United States,"California_Nevada County_Rattlesnake Creek, Cisco",39.3143333,-120.5501667,1713.2,1973,NA,NA,1973,1970s,Museum,SM139,MVZ136158,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum _not recorded_Estimated elevation using GPS Visualizer,84,140,45,6132,266,-45,311,15,165,167,15,1530,278,8,78,759,44,51,759
NorthAmerica,United States,California_Placer County_Calif: Placer Co.: Donner Pass: S. Yuba R about 1/2 mi. above Lake Van Norden +/- 6800' Alt.,39.324275,-120.3839222,2073,1970,NA,NA,1958,1950s,Museum,CASSUA18325,CAS18325,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __,63,145,44,6225,250,-73,323,-9,145,146,-9,1249,222,10,75,608,50,54,608
NorthAmerica,United States,California_Placer County_Calif: Placer Co.: Donner Pass: S. Yuba R about 1/2 mi. above Lake Van Norden +/- 6800' Alt.,39.324275,-120.3839222,2073,1972,NA,NA,1958,1950s,Museum,CASSUA18326,CAS18326,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __,63,145,44,6225,250,-73,323,-9,145,146,-9,1249,222,10,75,608,50,54,608
NorthAmerica,United States,California_Placer County_Calif: Placer Co.: Donner Pass: S. Yuba R about 1/2 mi. above Lake Van Norden +/- 6800' Alt.,39.324275,-120.3839222,2073,1972,NA,NA,1958,1950s,Museum,CASSUA18327,CAS18327,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __,63,145,44,6225,250,-73,323,-9,145,146,-9,1249,222,10,75,608,50,54,608
NorthAmerica,United States,California_Placer County_Calif: Placer Co.: Donner Pass: S. Yuba R about 1/2 mi. above Lake Van Norden +/- 6800' Alt.,39.324275,-120.3839222,2073,1972,NA,NA,1958,1950s,Museum,CASSUA18328,CAS18328,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __,63,145,44,6225,250,-73,323,-9,145,146,-9,1249,222,10,75,608,50,54,608
NorthAmerica,United States,California_Placer County_Calif: Placer Co.: Donner Pass: S. Yuba R about 1/2 mi. above Lake Van Norden +/- 6800' Alt.,39.324275,-120.3839222,2073,1972,NA,NA,1958,1950s,Museum,CASSUA18329,CAS18329,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __,63,145,44,6225,250,-73,323,-9,145,146,-9,1249,222,10,75,608,50,54,608
NorthAmerica,United States,California_Placer County_Calif: Placer Co.: Donner Pass: S. Yuba R about 1/2 mi. above Lake Van Norden +/- 6800' Alt.,39.324275,-120.3839222,2073,1972,NA,NA,1958,1950s,Museum,CASSUA18330,CAS18330,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __,63,145,44,6225,250,-73,323,-9,145,146,-9,1249,222,10,75,608,50,54,608
NorthAmerica,United States,California_Placer County_Calif: Placer Co.: Donner Pass: S. Yuba R about 1/2 mi. above Lake Van Norden +/- 6800' Alt.,39.324275,-120.3839222,2073,1973,NA,NA,1958,1950s,Museum,CASSUA18331,CAS18331,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __,63,145,44,6225,250,-73,323,-9,145,146,-9,1249,222,10,75,608,50,54,608
NorthAmerica,United States,California_Placer County_Calif: Placer Co.: Donner Pass: S. Yuba R about 1/2 mi. above Lake Van Norden +/- 6800' Alt.,39.324275,-120.3839222,2073,1973,NA,NA,1958,1950s,Museum,CASSUA18332,CAS18332,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __,63,145,44,6225,250,-73,323,-9,145,146,-9,1249,222,10,75,608,50,54,608
NorthAmerica,United States,California_Placer County_Calif: Placer Co.: Donner Pass: S. Yuba R about 1/2 mi. above Lake Van Norden +/- 6800' Alt.,39.324275,-120.3839222,2073,1974,NA,NA,1958,1950s,Museum,CASSUA18333,CAS18333,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __,63,145,44,6225,250,-73,323,-9,145,146,-9,1249,222,10,75,608,50,54,608
NorthAmerica,United States,California_Placer County_Calif: Placer Co.: Donner Pass: S. Yuba R about 1/2 mi. above Lake Van Norden +/- 6800' Alt.,39.324275,-120.3839222,2073,1974,NA,NA,1958,1950s,Museum,CASSUA18334,CAS18334,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __,63,145,44,6225,250,-73,323,-9,145,146,-9,1249,222,10,75,608,50,54,608
NorthAmerica,United States,California_Placer County_Calif: Placer Co.: Donner Pass: S. Yuba R about 1/2 mi. above Lake Van Norden +/- 6800' Alt.,39.324275,-120.3839222,2073,1974,NA,NA,1958,1950s,Museum,CASSUA18335,CAS18335,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __,63,145,44,6225,250,-73,323,-9,145,146,-9,1249,222,10,75,608,50,54,608
NorthAmerica,United States,Nevada_Washoe County_5.5 mi N Incline,39.33112,-119.97194,2835,1954,NA,NA,1932,1930s,Museum,SM192,MVZ14644,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 8037.063936_Datum _not recorded_,55,148,44,6473,249,-85,334,-19,142,142,-19,648,106,13,60,289,53,53,289
NorthAmerica,United States,Nevada_Washoe County_5.5 mi N Incline,39.33112,-119.97194,2835,1954,NA,NA,1932,1930s,Museum,SM193,MVZ14648,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 8037.063936_Datum _not recorded_,55,148,44,6473,249,-85,334,-19,142,142,-19,648,106,13,60,289,53,53,289
NorthAmerica,United States,Nevada_Washoe County_5.5 mi N Incline,39.33112,-119.97194,2835,1954,7,10,1932,1930s,Museum,MVZ14652,MVZ14652,Anura,Ranidae,Rana,muscosa,NA,Rana muscosa,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 8037.063936_Datum __,55,148,44,6473,249,-85,334,-19,142,142,-19,648,106,13,60,289,53,53,289
NorthAmerica,United States,Nevada_Washoe County_5.5 mi N Incline,39.33112,-119.97194,2835,1954,7,10,1932,1930s,Museum,MVZ14643,MVZ14643,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 8037.063936_Datum __,55,148,44,6473,249,-85,334,-19,142,142,-19,648,106,13,60,289,53,53,289
NorthAmerica,United States,Nevada_Washoe County_5.5 mi N Incline,39.33112,-119.97194,2835,1954,7,10,1932,1930s,Museum,MVZ14645,MVZ14645,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 8037.063936_Datum __,55,148,44,6473,249,-85,334,-19,142,142,-19,648,106,13,60,289,53,53,289
NorthAmerica,United States,Nevada_Washoe County_5.5 mi N Incline,39.33112,-119.97194,2835,1954,7,10,1932,1930s,Museum,MVZ14646,MVZ14646,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 8037.063936_Datum __,55,148,44,6473,249,-85,334,-19,142,142,-19,648,106,13,60,289,53,53,289
NorthAmerica,United States,Nevada_Washoe County_5.5 mi N Incline,39.33112,-119.97194,2835,1954,7,10,1932,1930s,Museum,MVZ14647,MVZ14647,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 8037.063936_Datum __,55,148,44,6473,249,-85,334,-19,142,142,-19,648,106,13,60,289,53,53,289
NorthAmerica,United States,Nevada_Washoe County_5.5 mi N Incline,39.33112,-119.97194,2835,1954,7,10,1932,1930s,Museum,MVZ14649,MVZ14649,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 8037.063936_Datum __,55,148,44,6473,249,-85,334,-19,142,142,-19,648,106,13,60,289,53,53,289
NorthAmerica,United States,Nevada_Washoe County_5.5 mi N Incline,39.33112,-119.97194,2835,1954,7,10,1932,1930s,Museum,MVZ14650,MVZ14650,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 8037.063936_Datum __,55,148,44,6473,249,-85,334,-19,142,142,-19,648,106,13,60,289,53,53,289
NorthAmerica,United States,Nevada_Washoe County_5.5 mi N Incline,39.33112,-119.97194,2835,1955,7,10,1932,1930s,Museum,MVZ14651,MVZ14651,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 8037.063936_Datum __,55,148,44,6473,249,-85,334,-19,142,142,-19,648,106,13,60,289,53,53,289
NorthAmerica,United States,"California_Nevada County_California: Nevada Co.: Tahoe National Forest, Rattlesnake Rd (Forest Rd 85), 5.5 mi NE of Cisco Grove, ""Rattlesnake Pond"", T17N R13E Sec14 (NW 1/4 of SE 1/4), 39 20 10.5 N, 120 28 48.0 W, 6820 ft",39.33625,-120.48,2079,1999,NA,NA,1999,1990s,Museum,SM447,CAS210033,Anura,Ranidae,Rana,muscosa,NA,Rana muscosa,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __,47,140,44,6220,233,-85,318,-12,130,131,-22,1131,193,12,70,531,57,60,529
NorthAmerica,United States,"California_Nevada County_California: Nevada Co.: Tahoe National Forest, Upper Lola Montes Lake, T17N, R14E Sec8 (NE 1/4 of SW 1/4), 39 21 2.35 N, 120 25 51.28 W, 7553 ft",39.35065278,-120.4309111,2303,1999,NA,NA,1999,1990s,Museum,SM491,CAS209883,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,1,0.249,19.92,qPCR (Vredenburg Lab),Sam McNally,NA,1 of 2 qPCR's 1_Coordinate error (m) _Datum __,47,140,44,6220,233,-85,318,-12,130,131,-22,1131,193,12,70,531,57,60,529
NorthAmerica,United States,"California_Nevada County_California: Nevada Co.: Tahoe National Forest, Upper Lola Montes Lake, T17N, R14E Sec8 (NE 1/4 of SW 1/4), 39 21 2.35 N, 120 25 51.28 W, 7553 ft",39.35065278,-120.4309111,2303,1960,NA,NA,1999,1990s,Museum,SM489,CAS209885,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __,47,140,44,6220,233,-85,318,-12,130,131,-22,1131,193,12,70,531,57,60,529
NorthAmerica,United States,"California_Nevada County_California: Nevada Co.: Tahoe National Forest, Upper Lola Montes Lake, T17N, R14E Sec8 (NE 1/4 of SW 1/4), 39 21 2.35 N, 120 25 51.28 W, 7553 ft",39.35065278,-120.4309111,2303,1960,NA,NA,1999,1990s,Museum,SM490,CAS209886,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __,47,140,44,6220,233,-85,318,-12,130,131,-22,1131,193,12,70,531,57,60,529
NorthAmerica,United States,"California_Nevada County_California: Nevada Co.: Tahoe National Forest, Upper Lola Montes Lake, T17N, R14E Sec8 (NE 1/4 of SW 1/4), 39 21 2.35 N, 120 25 51.28 W, 7553 ft",39.35065278,-120.4309111,2303,1960,NA,NA,1999,1990s,Museum,SM492,CAS209884,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __,47,140,44,6220,233,-85,318,-12,130,131,-22,1131,193,12,70,531,57,60,529
NorthAmerica,United States,"Nevada_Washoe County_Tahoe Meadows, Galena Creek",39.35528,-119.7675,2591,1998,8,21,1934,1930s,Museum,MVZ17588,MVZ17588,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 6464.734848_Datum __,93,176,45,7207,313,-74,387,6,190,190,6,247,40,9,48,105,32,32,105
NorthAmerica,United States,"Nevada_Washoe County_Tahoe Meadows, Galena Creek",39.35528,-119.7675,2591,1998,8,21,1934,1930s,Museum,MVZ17589,MVZ17589,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 6464.734848_Datum __,93,176,45,7207,313,-74,387,6,190,190,6,247,40,9,48,105,32,32,105
NorthAmerica,United States,"Nevada_Washoe County_Tahoe Meadows, Galena Creek",39.35528,-119.7675,2591,1992,8,21,1934,1930s,Museum,MVZ17590,MVZ17590,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 6464.734848_Datum __,93,176,45,7207,313,-74,387,6,190,190,6,247,40,9,48,105,32,32,105
NorthAmerica,United States,"Nevada_Washoe County_Tahoe Meadows, Galena Creek",39.35528,-119.7675,2591,1991,8,21,1934,1930s,Museum,MVZ17591,MVZ17591,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 6464.734848_Datum __,93,176,45,7207,313,-74,387,6,190,190,6,247,40,9,48,105,32,32,105
NorthAmerica,United States,"Nevada_Washoe County_Tahoe Meadows, Galena Creek",39.35528,-119.7675,2591,2002,8,21,1934,1930s,Museum,MVZ17592,MVZ17592,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 6464.734848_Datum __,93,176,45,7207,313,-74,387,6,190,190,6,247,40,9,48,105,32,32,105
NorthAmerica,United States,"Nevada_Washoe County_Tahoe Meadows, Galena Creek",39.35528,-119.7675,2591,2002,8,21,1934,1930s,Museum,MVZ17593,MVZ17593,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 6464.734848_Datum __,93,176,45,7207,313,-74,387,6,190,190,6,247,40,9,48,105,32,32,105
NorthAmerica,United States,"California_Nevada County_California: Nevada Co.: Tahoe National Forest, South Yuba River, E bank, E of Golden Quartz Picnic Area, 39 21 28.5 N, 120 44 50.4 W, 2880 ft",39.35791667,-120.7473333,878,1997,NA,NA,1997,1990s,Museum,CAS203450,CAS203450,Anura,Ranidae,Rana,boylii,NA,Rana boylii,NA,1,NA,1.588,qPCR (Vredenburg Lab),Sam McNally,NA,took average of 2 1 qPCR's_ZEs 6.008_5.568_Coordinate error (m) _Datum _Trimble Scoutmaster GPS_,101,137,44,6122,281,-24,305,40,182,183,32,1635,296,6,78,806,41,51,806
NorthAmerica,United States,"California_Nevada County_California: Nevada Co.: Tahoe National Forest, South Yuba River, ca 200 m downstream from Keleher Picnic Area, 39 21 30.0 N, 120 46 56.0 W, 2620 ft",39.35833333,-120.7822222,799,1984,NA,NA,1997,1990s,Museum,CAS203444,CAS203444,Anura,Ranidae,Rana,boylii,NA,Rana boylii,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum _Trimble Scoutmaster GPS_,101,137,44,6122,281,-24,305,40,182,183,32,1635,296,6,78,806,41,51,806
NorthAmerica,United States,"California_Nevada County_S Yuba River, Washington",39.3601667,-120.7998333,791.5,1973,NA,NA,1973,1970s,Museum,MVZ136320,MVZ136320,Anura,Ranidae,Rana,boylii,NA,Rana boylii,NA,1,0.0532,4.26,qPCR (Vredenburg Lab),Sam McNally,NA,1 of 2 qPCR's 1_Coordinate error (m) _Datum _not recorded_Estimated elevation using GPS Visualizer,101,137,44,6122,281,-24,305,40,182,183,32,1635,296,6,78,806,41,51,806
NorthAmerica,United States,"California_Nevada County_S Yuba River, Washington",39.3601667,-120.7998333,791.5,1973,NA,NA,1973,1970s,Museum,MVZ136322,MVZ136322,Anura,Ranidae,Rana,boylii,NA,Rana boylii,NA,1,0.00897,0.7176,qPCR (Vredenburg Lab),Sam McNally,NA,1 of 2 qPCR's 1_Coordinate error (m) _Datum _not recorded_Estimated elevation using GPS Visualizer,101,137,44,6122,281,-24,305,40,182,183,32,1635,296,6,78,806,41,51,806
NorthAmerica,United States,"California_Nevada County_S Yuba River, Washington",39.3601667,-120.7998333,791.5,1991,NA,NA,1973,1970s,Museum,MVZ136325,MVZ136325,Anura,Ranidae,Rana,boylii,NA,Rana boylii,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum _not recorded_Estimated elevation using GPS Visualizer,101,137,44,6122,281,-24,305,40,182,183,32,1635,296,6,78,806,41,51,806
NorthAmerica,United States,"California_Nevada County_S Yuba River, Washington",39.3601667,-120.7998333,791.5,1973,NA,NA,1973,1970s,Museum,MVZ136321,MVZ136321,Anura,Ranidae,Rana,boylii,NA,Rana boylii,NA,1,NA,13.48,qPCR (Vredenburg Lab),Sam McNally,NA,took average of 2 1 qPCR's_ZEs 4.248_9.36_Coordinate error (m) _Datum _not recorded_Estimated elevation using GPS Visualizer,101,137,44,6122,281,-24,305,40,182,183,32,1635,296,6,78,806,41,51,806
NorthAmerica,United States,"California_Nevada County_S Yuba River, Washington",39.3601667,-120.7998333,791.5,1973,NA,NA,1973,1970s,Museum,MVZ136323,MVZ136323,Anura,Ranidae,Rana,boylii,NA,Rana boylii,NA,1,NA,9.62,qPCR (Vredenburg Lab),Sam McNally,NA,took average of 2 1 qPCR's_ZEs 2.936_1.264_Coordinate error (m) _Datum _not recorded_Estimated elevation using GPS Visualizer,101,137,44,6122,281,-24,305,40,182,183,32,1635,296,6,78,806,41,51,806
NorthAmerica,United States,"California_Nevada County_S Yuba River, Washington",39.3601667,-120.7998333,791.5,1973,NA,NA,1973,1970s,Museum,MVZ136324,MVZ136324,Anura,Ranidae,Rana,boylii,NA,Rana boylii,NA,1,NA,1.268,qPCR (Vredenburg Lab),Sam McNally,NA,took average of 2 1 qPCR's_ZEs 140.8_168_Coordinate error (m) _Datum _not recorded_Estimated elevation using GPS Visualizer,101,137,44,6122,281,-24,305,40,182,183,32,1635,296,6,78,806,41,51,806
NorthAmerica,United States,"California_Nevada County_S Yuba River, Washington",39.3601667,-120.7998333,791.5,1973,NA,NA,1973,1970s,Museum,MVZ136326,MVZ136326,Anura,Ranidae,Rana,boylii,NA,Rana boylii,NA,1,NA,4.256,qPCR (Vredenburg Lab),Sam McNally,NA,took average of 2 1 qPCR's_ZEs 0.016_3.16_Coordinate error (m) _Datum _not recorded_Estimated elevation using GPS Visualizer,101,137,44,6122,281,-24,305,40,182,183,32,1635,296,6,78,806,41,51,806
NorthAmerica,United States,"California_Nevada County_California: Nevada Co.: Tahoe National Forest, pond 65 m E of Downey Lake, T18N R12E Sec26 (NW 1/4 of SE 1/4), 39 23 44.2 N, 120 35 32.88 W, 6900 ft",39.39561111,-120.5924667,2104,1960,NA,NA,1999,1990s,Museum,SM478,CAS209844,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __,64,138,44,6167,247,-66,313,5,146,147,-5,1370,241,9,75,664,50,55,661
